Position,Nom,Artiste,Album,Année,Genre,Durée,Lectures
1,Alewife,Clairo,Immunity,2019,Alternative,0:03:33,375
2,Opalite,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:55,106
3,Don't Know What To Do,BLACKPINK,KILL THIS LOVE - EP,2019,K-Pop,0:03:21,75
4,My Man on Willpower,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:17,136
5,Sexistential,Robyn,Sexistential,2026,Pop,0:02:20,53
6,Never Getting Laid,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:28,43
7,decode,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:03:08,53
8,Relationships,HAIM,I quit,2025,Alternative,0:03:22,32
9,White Feather Hawk Tail Deer Hunter,Lana Del Rey,White Feather Hawk Tail Deer Hunter - Single,2026,Country,0:03:54,37
10,Dying for You,Charli xcx,Wuthering Heights,2026,Pop,0:03:02,32
11,Times Like These,Addison Rae,Addison,2025,Pop,0:03:52,51
12,Vicious,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:02:29,36
13,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:46,79
14,New York,Addison Rae,Addison,2025,Pop,0:02:32,90
15,The Smallest Man Who Ever Lived,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:05,74
16,Signs,Tate McRae,So Close To What,2025,Pop,0:02:53,23
17,Shlut,Shygirl,Nymph,2022,Electronica,0:02:12,25
18,My Mouth Is Lonely For You (from Mother Mary),Anne Hathaway,Mother Mary: Greatest Hits,2026,Pop,0:04:04,19
19,HÃY NÓI ANH SAI RỒI,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:07,48
20,Western Nights,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:06:05,36
21,Don’t Worry I’ll Make You Worry,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:42,30
