Position,Nom,Artiste,Album,Année,Genre,Durée,Lectures
22,ÁM ẢNH VỀ ANH,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:01,34
23,Quá Muộn,MIN,Dear Min,2025,Pop,0:03:26,85
24,Sugar Talking,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:03,41
25,When Did You Get Hot?,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:02:25,51
26,Casual,Chappell Roan,The Rise and Fall of a Midwest Princess,2022,Pop,0:03:52,55
27,Goodbye,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:45,22
28,Sirens,Cher Lloyd,Sorry I'm Late,2014,Pop,0:03:55,40
29,Manchild,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:33,15
30,bad enough,Madison Beer,locket,2026,Pop,0:03:42,13
31,Nobody’s Son,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:02,26
32,House Tour,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:02:49,51
33,Fast,Demi Lovato,It’s Not That Deep,2025,Pop,0:03:01,
34,Quiet,Camila Cabello,Familia,2022,Pop,0:02:43,173
35,Tears,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:02:40,28
36,locket theme,Madison Beer,locket,2026,Pop,0:01:28,17
37,EM ĐAU,Phùng Khánh Linh & Thành Luke,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:05:00,28
38,Down (feat. Lil Wayne),Jay Sean,All or Nothing (Bonus Track Version),2009,R&B/Soul,0:03:32,15
39,iloveitiloveitiloveit,Bella Kay,iloveitiloveitiloveit - Single,2026,Alternative,0:03:03,
40,Altars,Charli xcx,Wuthering Heights,2026,Pop,0:02:56,12
41,Ojos Tristes,"Selena Gomez, benny blanco & The Marías",I Said I Love You First,2025,Pop,0:03:21,24
42,Matilda,Harry Styles,Harry's House,2022,Pop,0:04:05,8
43,June Gloom,Camila Cabello,"C,XOXO (Magic City Edition)",2024,Pop,0:03:00,119
44,Tim McGraw,Taylor Swift,Taylor Swift,2006,Country,0:03:54,81
45,Go Go Juice,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:13,12
46,If She Could See Me Now,Lorde,Virgin,2025,Pop,0:02:56,28
47,Sports car,Tate McRae,So Close To What,2025,Pop,0:02:45,26
48,Goodbye Goodmorning,Leigh-Anne,My Ego Told Me To,2026,Pop,0:03:24,12
49,Chains of Love,Charli xcx,Wuthering Heights,2025,Pop,0:02:50,7
50,Pink in the Night,Mitski,Be the Cowboy,2018,Indie Rock,0:02:16,39
51,The Middle,"Zedd, Maren Morris & Grey",The Middle - Single,2018,Dance,0:03:04,94
52,Cowboy,Selena Gomez & benny blanco,I Said I Love You First,2025,Pop,0:03:04,14
53,Heaven,Leigh-Anne,My Ego Told Me To,2026,Pop,0:03:04,11
54,I Ain't Worried,OneRepublic,Top Gun: Maverick (Music from the Motion Picture),2022,Pop,0:02:28,12
55,Konichiwa Bitches,Robyn,Robyn,2005,Pop,0:02:38,10
56,Wood,Taylor Swift,The Life of a Showgirl,2025,Pop,0:02:30,68
57,warm,Ariana Grande,eternal sunshine deluxe: brighter days ahead,2025,Pop,0:03:21,54
58,Wi$h Li$t,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:27,68
59,Current Affairs,Lorde,Virgin,2025,Pop,0:03:18,99
60,twilight zone,Ariana Grande,eternal sunshine deluxe: brighter days ahead,2025,Pop,0:03:18,52
61,FREE,Leigh-Anne,My Ego Told Me To,2026,Pop,0:02:48,8
62,Wasabi,Little Mix,LM5 (Deluxe),2018,Pop,0:02:34,73
63,Let You Go,Demi Lovato,It’s Not That Deep,2025,Pop,0:03:03,
64,GIẢ VỜ,Phùng Khánh Linh,GIẢ VỜ - Single,2026,Indie Pop,0:04:13,8
65,stay a little longer,ROSÉ,rosie,2024,Pop,0:04:06,20
66,All Apologies,Nirvana,In Utero (20th Anniversary Edition),1993,Alternative,0:03:56,24
67,The One That Got Away,Katy Perry,Teenage Dream: The Complete Confection,2010,Pop,0:03:47,40
68,ƯỚC ANH TAN NÁT CON TIM,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2024,Indie Pop,0:03:50,21
69,Baby (feat. Ludacris),Justin Bieber,My World 2.0 (Bonus Track Version),2010,Pop,0:03:34,43
70,HIỆN THỰC PHŨ PHÀNG,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:23,43
71,Headlock,Imogen Heap,Speak for Yourself (Deluxe Version),2005,Pop,0:03:35,10
72,Firework,Katy Perry,Teenage Dream: The Complete Confection,2010,Pop,0:03:47,28
73,Talk To Me,Robyn,Sexistential,2026,Pop,0:03:19,5
74,Been A Minute,Leigh-Anne,My Ego Told Me To,2025,Pop,0:03:20,6
75,Món Quà,Văn Mai Hương,Giai Nhân,2025,Pop,0:03:39,10
76,Dear god,Tate McRae,So Close To What,2025,Pop,0:02:51,13
77,Kiss,Demi Lovato,It’s Not That Deep (Little Bit Extra Version),2025,Pop,0:02:19,
78,run for the hills,Tate McRae,THINK LATER,2023,Pop,0:02:23,13
79,BLUE,Billie Eilish,HIT ME HARD AND SOFT,2024,Alternative,0:05:43,47
80,All On You,Jessie Ware,Tough Love (Deluxe Version),2014,Pop,0:05:13,29
81,Lights Off,Jay Sean,All or Nothing (Bonus Track Version),2009,R&B/Soul,0:04:12,47
82,Eldest Daughter,Taylor Swift,The Life of a Showgirl,2025,Pop,0:04:06,54
83,GO,BLACKPINK,DEADLINE - EP,2026,K-Pop,0:03:15,7
84,because i liked a boy,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:03:16,13
85,Please Please Please,Sabrina Carpenter,Short n' Sweet (Deluxe),2024,Pop,0:03:06,12
86,Me Minus U,Leigh-Anne,My Ego Told Me To,2026,Pop,0:03:00,7
87,Use Me,JADE,THAT'S SHOWBIZ BABY! THE ENCORE,2025,Pop,0:03:18,10
88,Dead and Gone,Leigh-Anne,My Ego Told Me To,2025,Pop,0:02:40,8
89,Play Destroy (feat. Grimes),Poppy,Am I a Girl?,2018,Pop,0:03:05,8
90,Joshua Tree,Demi Lovato,It’s Not That Deep (Little Bit Extra Version),2025,Pop,0:03:23,
91,Fast Times,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:02:54,8
92,Frequency,Demi Lovato,It’s Not That Deep (Little Bit Extra Version),2025,Pop,0:02:43,
93,I Will Overcome.,RAYE,THIS MUSIC MAY CONTAIN HOPE.,2026,Pop,0:04:54,6
94,chẳng phải tình đầu sao đau đến thế,"MIN, Dangrangto & antransax",Dear Min,2025,Pop,0:04:43,55
95,"Henry, come on",Lana Del Rey,"Henry, come on - Single",2025,Alternative,0:05:11,93
96,I Will Always Love You,Whitney Houston,The Bodyguard (Original Soundtrack Album),1992,Soundtrack,0:04:31,15
97,LINH CẢM,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:04:09,20
98,Ướt Lòng,Văn Mai Hương,Giai Nhân,2025,Pop,0:04:39,9
99,phải viết bao nhiêu bản tình ca,MIN,Dear Min,2025,Pop,0:04:09,21
100,Go Find Yourself or Whatever,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:04:44,101
