Position,Nom,Artiste,Album,Année,Genre,Durée,Lectures
1,Alewife,Clairo,Immunity,2019,Alternative,0:03:33,374
2,Opalite,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:55,105
3,Sexistential,Robyn,Sexistential,2026,Pop,0:02:20,53
4,My Man on Willpower,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:17,121
5,decode,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:03:08,51
6,Don't Know What To Do,BLACKPINK,KILL THIS LOVE - EP,2019,K-Pop,0:03:21,49
7,Relationships,HAIM,I quit,2025,Alternative,0:03:22,32
8,White Feather Hawk Tail Deer Hunter,Lana Del Rey,White Feather Hawk Tail Deer Hunter - Single,2026,Country,0:03:54,37
9,Times Like These,Addison Rae,Addison,2025,Pop,0:03:52,51
10,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:46,77
11,New York,Addison Rae,Addison,2025,Pop,0:02:32,90
12,Shlut,Shygirl,Nymph,2022,Electronica,0:02:12,25
13,Western Nights,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:06:05,36
14,ÁM ẢNH VỀ ANH,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:01,34
15,Quá Muộn,MIN,Dear Min,2025,Pop,0:03:26,85
16,Casual,Chappell Roan,The Rise and Fall of a Midwest Princess,2022,Pop,0:03:52,55
17,Sirens,Cher Lloyd,Sorry I'm Late,2014,Pop,0:03:55,40
18,locket theme,Madison Beer,locket,2026,Pop,0:01:28,17
19,Quiet,Camila Cabello,Familia,2022,Pop,0:02:43,173
20,EM ĐAU,Phùng Khánh Linh & Thành Luke,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:05:00,28
21,bad enough,Madison Beer,locket,2026,Pop,0:03:42,13
22,HÃY NÓI ANH SAI RỒI,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:07,38
23,Ojos Tristes,"Selena Gomez, benny blanco & The Marías",I Said I Love You First,2025,Pop,0:03:21,24
24,If She Could See Me Now,Lorde,Virgin,2025,Pop,0:02:56,28
25,Matilda,Harry Styles,Harry's House,2022,Pop,0:04:05,7
26,Pink in the Night,Mitski,Be the Cowboy,2018,Indie Rock,0:02:16,39
27,Tim McGraw,Taylor Swift,Taylor Swift,2006,Country,0:03:54,80
28,I Ain't Worried,OneRepublic,Top Gun: Maverick (Music from the Motion Picture),2022,Pop,0:02:28,12
29,Konichiwa Bitches,Robyn,Robyn,2005,Pop,0:02:38,10
30,Never Getting Laid,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:28,27
31,warm,Ariana Grande,eternal sunshine deluxe: brighter days ahead,2025,Pop,0:03:21,54
32,Wi$h Li$t,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:27,68
33,Current Affairs,Lorde,Virgin,2025,Pop,0:03:18,99
34,twilight zone,Ariana Grande,eternal sunshine deluxe: brighter days ahead,2025,Pop,0:03:18,50
35,Heaven,Leigh-Anne,My Ego Told Me To,2026,Pop,0:03:04,10
36,Goodbye Goodmorning,Leigh-Anne,My Ego Told Me To,2026,Pop,0:03:24,8
37,Wood,Taylor Swift,The Life of a Showgirl,2025,Pop,0:02:30,66
38,All On You,Jessie Ware,Tough Love (Deluxe Version),2014,Pop,0:05:13,29
39,stay a little longer,ROSÉ,rosie,2024,Pop,0:04:06,19
40,Eldest Daughter,Taylor Swift,The Life of a Showgirl,2025,Pop,0:04:06,54
41,because i liked a boy,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:03:16,13
42,Been A Minute,Leigh-Anne,My Ego Told Me To,2025,Pop,0:03:20,5
43,run for the hills,Tate McRae,THINK LATER,2023,Pop,0:02:23,12
44,"Henry, come on",Lana Del Rey,"Henry, come on - Single",2025,Alternative,0:05:11,93
45,Fast,Demi Lovato,It’s Not That Deep,2025,Pop,0:03:01,35
46,Chains of Love,Charli xcx,Wuthering Heights,2025,Pop,0:02:50,3
47,chẳng phải tình đầu sao đau đến thế,"MIN, Dangrangto & antransax",Dear Min,2025,Pop,0:04:43,54
48,I Will Always Love You,Whitney Houston,The Bodyguard (Original Soundtrack Album),1992,Soundtrack,0:04:31,15
49,You’re Losing Me (From The Vault),Taylor Swift,You're Losing Me (From The Vault) - Single,2023,Pop,0:04:37,35
50,phải viết bao nhiêu bản tình ca,MIN,Dear Min,2025,Pop,0:04:09,20
51,Ướt Lòng,Văn Mai Hương,Giai Nhân,2025,Pop,0:04:39,9
52,cardigan,Taylor Swift,folklore,2020,Alternative,0:03:59,
53,Still Got It,Troye Sivan,Something To Give Each Other,2023,Pop,0:03:28,133
54,Headlock,Imogen Heap,Speak for Yourself (Deluxe Version),2005,Pop,0:03:35,6
55,Talk To Me,Robyn,Sexistential,2026,Pop,0:03:19,2
56,Bends,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:15,145
57,Best Version of Me,Leigh-Anne,My Ego Told Me To,2026,Pop,0:02:47,6
58,JUMP,BLACKPINK,JUMP - Single,2025,K-Pop,0:02:44,
59,Blue Moon,Zara Larsson,Midnight Sun,2025,Pop,0:03:02,15
60,Talk to me nice,Leigh-Anne,My Ego Told Me To,2026,Pop,0:02:48,5
61,Crazier,Taylor Swift,Hannah Montana: The Movie (Original Motion Picture Soundtrack),2009,Soundtrack,0:03:11,46
62,FREE,Leigh-Anne,My Ego Told Me To,2026,Pop,0:02:48,5
63,Món Quà,Văn Mai Hương,Giai Nhân,2025,Pop,0:03:39,8
64,Rush,Troye Sivan,Something To Give Each Other,2023,Pop,0:02:36,32
65,LINH CẢM,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:04:09,19
66,Adore You,Jessie Ware,What's Your Pleasure? (The Platinum Pleasure Edition),2019,Pop,0:03:45,95
67,Honey,Troye Sivan,Something To Give Each Other,2023,Pop,0:03:26,40
68,Snow On The Beach (feat. Lana Del Rey),Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:04:16,10
69,Bad Thing Twice,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:13,118
70,Killah,Lady Gaga & Gesaffelstein,MAYHEM,2025,Pop,0:03:30,23
