Position,Nom,Artiste,Album,Année,Genre,Durée,Lectures
67,TÂM SỰ VỚI ĐÊM MỘT MÌNH,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:02:56,18
68,A Burning Hill,Mitski,Puberty 2,2016,Indie Rock,0:01:49,214
69,Sports car,Tate McRae,So Close To What,2025,Pop,0:02:45,19
70,Dear god,Tate McRae,So Close To What,2025,Pop,0:02:51,8
71,Hung Up,Madonna,Confessions on a Dance Floor,2005,Pop,0:05:37,25
72,Electric Touch (Taylor's Version) (From The Vault) [feat. Fall Out Boy],Taylor Swift,Speak Now (Taylor's Version),2023,Pop,0:04:26,24
73,Phantom,Rina Sawayama,Hold The Girl (Bonus Edition),2022,Alternative,0:04:25,16
74,Warm Blood,Carly Rae Jepsen,Emotion (10th Anniversary Edition),2015,Pop,0:04:13,17
75,Will You Love Me Tomorrow?,Carole King,Tapestry,1971,Singer/Songwriter,0:04:12,10
76,You & I (Forever),Jessie Ware,Tough Love (Deluxe Version),2014,Pop,0:03:58,27
77,Say Hello to Goodbye,Shontelle,No Gravity,2010,R&B/Soul,0:03:52,45
78,Puss Puss,Zara Larsson,Midnight Sun,2025,Pop,0:03:48,8
79,The Path,Lorde,Solar Power,2021,Alternative,0:03:41,86
80,When I Needed You,Carly Rae Jepsen,Emotion (10th Anniversary Edition),2015,Pop,0:03:41,18
81,Father Figure,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:32,36
82,Touch My Body,Mariah Carey,E=MC2 (Deluxe Version),2008,Pop,0:03:24,46
83,I Really Like You,Carly Rae Jepsen,Emotion (10th Anniversary Edition),2015,Pop,0:03:24,
84,HIỆN THỰC PHŨ PHÀNG,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:23,38
85,Wi$h Li$t,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:27,68
86,This City Remix (feat. Anne-Marie),Sam Fischer,This City Remix (feat. Anne-Marie) - Single,2020,Pop,0:03:17,46
87,Angels Like You,Miley Cyrus,Plastic Hearts,2020,Pop,0:03:16,40
88,Emotion,Carly Rae Jepsen,Emotion (10th Anniversary Edition),2015,Pop,0:03:17,17
89,CỜ NGƯỜI,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:46,17
90,Born In the U.S.A.,Bruce Springsteen,Born In the U.S.A.,1984,Rock,0:04:39,9
91,Please Please Please,Sabrina Carpenter,Short n' Sweet (Deluxe),2024,Pop,0:03:06,8
92,LA Hallucinations,Carly Rae Jepsen,Emotion (10th Anniversary Edition),2015,Pop,0:03:04,14
93,(They Long To Be) Close To You,Carpenters,Close To You,1970,Pop,0:04:36,11
94,Man Of The Year,Lorde,Virgin,2025,Pop,0:03:00,17
95,California,Lorde,Solar Power,2021,Alternative,0:03:11,98
96,Mistaken,Tove Lo,Sunshine Kitty (Paw Prints Edition),2019,Alternative,0:02:56,24
97,If My Heart Was A House,JADE,THAT'S SHOWBIZ BABY! THE ENCORE,2025,Pop,0:02:55,8
98,Your Age,Rina Sawayama,Hold The Girl (Bonus Edition),2022,Alternative,0:02:54,50
99,Still Got It,Troye Sivan,Something To Give Each Other,2023,Pop,0:03:28,132
100,What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",KPop Demon Hunters (Soundtrack from the Netflix Film),2025,K-Pop,0:04:10,6
