Position,Nom,Artiste,Album,Année,Genre,Durée,Lectures
71,You’re Losing Me (From The Vault),Taylor Swift,You're Losing Me (From The Vault) - Single,2023,Pop,0:04:37,35
72,phải viết bao nhiêu bản tình ca,MIN,Dear Min,2025,Pop,0:04:09,20
73,cardigan,Taylor Swift,folklore,2020,Alternative,0:03:59,
74,mùa hè 1994 (summer 1994),Phùng Khánh Linh,CITOPIA,2022,Pop,0:03:26,45
75,Bad Thing Twice,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:13,119
76,Still Got It,Troye Sivan,Something To Give Each Other,2023,Pop,0:03:28,133
77,Me Minus U,Leigh-Anne,My Ego Told Me To,2026,Pop,0:03:00,6
78,JUMP,BLACKPINK,JUMP - Single,2025,K-Pop,0:02:44,
79,Blue Moon,Zara Larsson,Midnight Sun,2025,Pop,0:03:02,15
80,Crazier,Taylor Swift,Hannah Montana: The Movie (Original Motion Picture Soundtrack),2009,Soundtrack,0:03:11,46
81,Altars,Charli xcx,Wuthering Heights,2026,Pop,0:02:56,4
82,Man Of The Year,Lorde,Virgin,2025,Pop,0:03:00,19
83,Your Love,JISOO,AMORTAGE - EP,2025,K-Pop,0:02:53,38
84,Món Quà,Văn Mai Hương,Giai Nhân,2025,Pop,0:03:39,8
85,Ray of Light,Madonna,Ray of Light,1998,Pop,0:05:22,5
86,L’AMOUR DE MA VIE,Billie Eilish,HIT ME HARD AND SOFT,2024,Alternative,0:05:33,9
87,Thằng Điên,JustaTee & Phương Ly,Thằng Điên - Single,2018,Pop,0:03:54,4
88,Adore You,Jessie Ware,What's Your Pleasure? (The Platinum Pleasure Edition),2019,Pop,0:03:45,95
89,ĐIỀU EM KHÔNG MUỐN,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:45,43
90,Good Days,SZA,SOS Deluxe: LANA,2020,R&B/Soul,0:04:38,7
91,Pink Pony Club,Chappell Roan,The Rise and Fall of a Midwest Princess,2020,Pop,0:04:18,12
92,Honey,Troye Sivan,Something To Give Each Other,2023,Pop,0:03:26,40
93,I Really Like You,Carly Rae Jepsen,Emotion (10th Anniversary Edition),2015,Pop,0:03:24,
94,invisible string,Taylor Swift,folklore (deluxe version),2020,Alternative,0:04:12,35
95,Elizabeth Taylor,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:28,40
96,What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",KPop Demon Hunters (Soundtrack from the Netflix Film),2025,K-Pop,0:04:10,8
97,Snow On The Beach (feat. Lana Del Rey),Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:04:16,10
98,Nhạc Tình,Văn Mai Hương & HURRYKNG,Giai Nhân,2025,Pop,0:03:57,8
99,Satellite,Harry Styles,Harry's House,2022,Pop,0:03:38,3
100,Killah,Lady Gaga & Gesaffelstein,MAYHEM,2025,Pop,0:03:30,23
