Position,Nom,Artiste,Album,Année,Genre,Durée,Lectures
23,bad enough,Madison Beer,locket,2026,Pop,0:03:42,13
24,iloveitiloveitiloveit,Bella Kay,iloveitiloveitiloveit - Single,2026,Alternative,0:03:03,
25,Ojos Tristes,"Selena Gomez, benny blanco & The Marías",I Said I Love You First,2025,Pop,0:03:21,24
26,June Gloom,Camila Cabello,"C,XOXO (Magic City Edition)",2024,Pop,0:03:00,119
27,My Mouth Is Lonely For You (from Mother Mary),Anne Hathaway,Mother Mary: Greatest Hits,2026,Pop,0:04:04,12
28,Tim McGraw,Taylor Swift,Taylor Swift,2006,Country,0:03:54,81
29,If She Could See Me Now,Lorde,Virgin,2025,Pop,0:02:56,28
30,Matilda,Harry Styles,Harry's House,2022,Pop,0:04:05,8
31,Pink in the Night,Mitski,Be the Cowboy,2018,Indie Rock,0:02:16,39
32,The Middle,"Zedd, Maren Morris & Grey",The Middle - Single,2018,Dance,0:03:04,94
33,I Ain't Worried,OneRepublic,Top Gun: Maverick (Music from the Motion Picture),2022,Pop,0:02:28,12
34,Konichiwa Bitches,Robyn,Robyn,2005,Pop,0:02:38,10
35,Never Getting Laid,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:28,28
36,warm,Ariana Grande,eternal sunshine deluxe: brighter days ahead,2025,Pop,0:03:21,54
37,Goodbye Goodmorning,Leigh-Anne,My Ego Told Me To,2026,Pop,0:03:24,10
38,Wi$h Li$t,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:27,68
39,Current Affairs,Lorde,Virgin,2025,Pop,0:03:18,99
40,twilight zone,Ariana Grande,eternal sunshine deluxe: brighter days ahead,2025,Pop,0:03:18,52
41,Heaven,Leigh-Anne,My Ego Told Me To,2026,Pop,0:03:04,11
42,Chains of Love,Charli xcx,Wuthering Heights,2025,Pop,0:02:50,7
43,Wasabi,Little Mix,LM5 (Deluxe),2018,Pop,0:02:34,73
44,Wood,Taylor Swift,The Life of a Showgirl,2025,Pop,0:02:30,67
45,Baby (feat. Ludacris),Justin Bieber,My World 2.0 (Bonus Track Version),2010,Pop,0:03:34,43
46,FREE,Leigh-Anne,My Ego Told Me To,2026,Pop,0:02:48,8
47,BLUE,Billie Eilish,HIT ME HARD AND SOFT,2024,Alternative,0:05:43,47
48,All On You,Jessie Ware,Tough Love (Deluxe Version),2014,Pop,0:05:13,29
49,stay a little longer,ROSÉ,rosie,2024,Pop,0:04:06,20
50,Eldest Daughter,Taylor Swift,The Life of a Showgirl,2025,Pop,0:04:06,54
51,GO,BLACKPINK,DEADLINE - EP,2026,K-Pop,0:03:15,7
52,because i liked a boy,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:03:16,13
53,Been A Minute,Leigh-Anne,My Ego Told Me To,2025,Pop,0:03:20,5
54,Fast,Demi Lovato,It’s Not That Deep,2025,Pop,0:03:01,35
55,Dead and Gone,Leigh-Anne,My Ego Told Me To,2025,Pop,0:02:40,8
56,run for the hills,Tate McRae,THINK LATER,2023,Pop,0:02:23,13
57,I Will Overcome.,RAYE,THIS MUSIC MAY CONTAIN HOPE.,2026,Pop,0:04:54,6
58,chẳng phải tình đầu sao đau đến thế,"MIN, Dangrangto & antransax",Dear Min,2025,Pop,0:04:43,55
59,"Henry, come on",Lana Del Rey,"Henry, come on - Single",2025,Alternative,0:05:11,93
60,I Will Always Love You,Whitney Houston,The Bodyguard (Original Soundtrack Album),1992,Soundtrack,0:04:31,15
61,LINH CẢM,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:04:09,20
62,Ướt Lòng,Văn Mai Hương,Giai Nhân,2025,Pop,0:04:39,9
63,All Apologies,Nirvana,In Utero (20th Anniversary Edition),1993,Alternative,0:03:56,24
64,mùa hè 1994 (summer 1994),Phùng Khánh Linh,CITOPIA,2022,Pop,0:03:26,45
65,Headlock,Imogen Heap,Speak for Yourself (Deluxe Version),2005,Pop,0:03:35,10
66,Talk To Me,Robyn,Sexistential,2026,Pop,0:03:19,4
67,Don’t Worry I’ll Make You Worry,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:42,15
68,Bends,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:15,146
69,Best Version of Me,Leigh-Anne,My Ego Told Me To,2026,Pop,0:02:47,7
70,Crazier,Taylor Swift,Hannah Montana: The Movie (Original Motion Picture Soundtrack),2009,Soundtrack,0:03:11,47
71,Talk to me nice,Leigh-Anne,My Ego Told Me To,2026,Pop,0:02:48,6
72,Fast Times,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:02:54,8
73,Rush,Troye Sivan,Something To Give Each Other,2023,Pop,0:02:36,33
74,Dust Bowl,Ethel Cain,"Willoughby Tucker, I'll Always Love You",2025,Alternative,0:06:26,7
75,GIẢ VỜ,Phùng Khánh Linh,GIẢ VỜ - Single,2026,Indie Pop,0:04:13,7
76,You’re Losing Me (From The Vault),Taylor Swift,You're Losing Me (From The Vault) - Single,2023,Pop,0:04:37,35
77,phải viết bao nhiêu bản tình ca,MIN,Dear Min,2025,Pop,0:04:09,20
78,cardigan,Taylor Swift,folklore,2020,Alternative,0:03:59,
79,Bad Thing Twice,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:13,119
80,Still Got It,Troye Sivan,Something To Give Each Other,2023,Pop,0:03:28,133
81,Me Minus U,Leigh-Anne,My Ego Told Me To,2026,Pop,0:03:00,7
82,You & I (Forever),Jessie Ware,Tough Love (Deluxe Version),2014,Pop,0:03:58,28
83,Got Me Started,Troye Sivan,Something To Give Each Other,2023,Pop,0:03:18,33
84,JUMP,BLACKPINK,JUMP - Single,2025,K-Pop,0:02:44,
85,Blue Moon,Zara Larsson,Midnight Sun,2025,Pop,0:03:02,15
86,Altars,Charli xcx,Wuthering Heights,2026,Pop,0:02:56,12
87,Play Destroy (feat. Grimes),Poppy,Am I a Girl?,2018,Pop,0:03:05,6
88,Man Of The Year,Lorde,Virgin,2025,Pop,0:03:00,20
89,Your Love,JISOO,AMORTAGE - EP,2025,K-Pop,0:02:53,38
90,Món Quà,Văn Mai Hương,Giai Nhân,2025,Pop,0:03:39,10
91,Sweet Nothing (feat. Florence Welch),Calvin Harris,18 Months,2012,Dance,0:03:33,33
92,Sports car,Tate McRae,So Close To What,2025,Pop,0:02:45,20
93,Ray of Light,Madonna,Ray of Light,1998,Pop,0:05:22,6
94,L’AMOUR DE MA VIE,Billie Eilish,HIT ME HARD AND SOFT,2024,Alternative,0:05:33,9
95,Go Find Yourself or Whatever,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:04:44,101
96,Thằng Điên,JustaTee & Phương Ly,Thằng Điên - Single,2018,Pop,0:03:54,4
97,ƯỚC ANH TAN NÁT CON TIM,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2024,Indie Pop,0:03:50,20
98,Adore You,Jessie Ware,What's Your Pleasure? (The Platinum Pleasure Edition),2019,Pop,0:03:45,95
99,ĐIỀU EM KHÔNG MUỐN,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:45,43
100,Good Days,SZA,SOS Deluxe: LANA,2020,R&B/Soul,0:04:38,8
