Position,Nom,Artiste,Album,Année,Genre,Durée,Lectures
1,Alewife,Clairo,Immunity,2019,Alternative,0:03:33,375
2,Opalite,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:55,108
3,Don't Know What To Do,BLACKPINK,KILL THIS LOVE - EP,2019,K-Pop,0:03:21,75
4,My Man on Willpower,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:17,136
5,Sexistential,Robyn,Sexistential,2026,Pop,0:02:20,53
6,Never Getting Laid,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:28,45
7,Goodbye,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:45,23
8,decode,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:03:08,53
9,White Feather Hawk Tail Deer Hunter,Lana Del Rey,White Feather Hawk Tail Deer Hunter - Single,2026,Country,0:03:54,39
10,Relationships,HAIM,I quit,2025,Alternative,0:03:22,32
11,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:46,88
12,Dying for You,Charli xcx,Wuthering Heights,2026,Pop,0:03:02,32
13,Letter to God (1983),Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:01:53,12
14,Times Like These,Addison Rae,Addison,2025,Pop,0:03:52,51
15,Vicious,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:02:29,42
16,The Smallest Man Who Ever Lived,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:05,74
17,Signs,Tate McRae,So Close To What,2025,Pop,0:02:53,25
18,New York,Addison Rae,Addison,2025,Pop,0:02:32,90
19,Confetti,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2026,Pop,0:02:38,27
20,Shlut,Shygirl,Nymph,2022,Electronica,0:02:12,27
21,My Mouth Is Lonely For You (from Mother Mary),Anne Hathaway,Mother Mary: Greatest Hits,2026,Pop,0:04:04,20
22,15 Minutes,Sabrina Carpenter,Short n' Sweet (Deluxe),2024,Pop,0:03:11,36
23,HÃY NÓI ANH SAI RỒI,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:07,48
24,ÁM ẢNH VỀ ANH,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:01,37
25,Fire,Alessia Cara,Love & Hyperbole,2025,Pop,0:03:45,23
26,Western Nights,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:06:05,37
27,Don’t Worry I’ll Make You Worry,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:42,31
28,yes baby,Madison Beer,locket,2025,Pop,0:02:55,37
29,Fast Times,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:02:54,23
30,Low Rise Jeans,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2026,Pop,0:03:26,21
31,The End,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:17,15
32,Let You Go,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2025,Pop,0:03:03,12
33,Quá Muộn,MIN,Dear Min,2025,Pop,0:03:26,86
34,Sugar Talking,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:03,42
35,locket theme,Madison Beer,locket,2026,Pop,0:01:28,20
36,Jenny from the Block (feat. Jadakiss & Styles P) [Track Masters Remix],Jennifer Lopez,This Is Me...Then,2002,Pop,0:03:07,29
37,Nobody’s Son,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:02,29
38,When Did You Get Hot?,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:02:25,51
39,Casual,Chappell Roan,The Rise and Fall of a Midwest Princess,2022,Pop,0:03:52,55
40,Down (feat. Lil Wayne),Jay Sean,All or Nothing (Bonus Track Version),2009,R&B/Soul,0:03:32,19
41,Sirens,Cher Lloyd,Sorry I'm Late,2014,Pop,0:03:55,40
42,Lucid,Halsey,The Great Impersonator (Deluxe),2026,Alternative,0:03:20,16
43,bad enough,Madison Beer,locket,2026,Pop,0:03:42,15
44,Little Bit,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2025,Pop,0:02:26,12
45,vampire,Olivia Rodrigo,GUTS (spilled),2023,Pop,0:03:39,30
46,Manchild,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:33,15
47,Ojos Tristes,"Selena Gomez, benny blanco & The Marías",I Said I Love You First,2025,Pop,0:03:21,27
48,Sorry To Myself,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2025,Pop,0:03:25,15
49,House Tour,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:02:49,51
50,Fast,Demi Lovato,It’s Not That Deep,2025,Pop,0:03:01,
51,Quiet,Camila Cabello,Familia,2022,Pop,0:02:43,174
52,Tears,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:02:40,28
53,Only Living Girl in LA,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:06:14,12
54,EM ĐAU,Phùng Khánh Linh & Thành Luke,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:05:00,29
55,Life of the Spider (Draft),Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:30,14
56,Altars,Charli xcx,Wuthering Heights,2026,Pop,0:02:56,13
57,Matilda,Harry Styles,Harry's House,2022,Pop,0:04:05,10
58,Darwinism,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:45,13
59,Tim McGraw,Taylor Swift,Taylor Swift,2006,Country,0:03:54,83
60,Goodbye Goodmorning,Leigh-Anne,My Ego Told Me To,2026,Pop,0:03:24,14
61,Go Go Juice,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:13,13
62,Fast,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2025,Pop,0:03:01,14
63,June Gloom,Camila Cabello,"C,XOXO (Magic City Edition)",2024,Pop,0:03:00,119
64,After Hours,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2026,Pop,0:02:25,15
65,Sports car,Tate McRae,So Close To What,2025,Pop,0:02:45,28
66,Kiss,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2025,Pop,0:02:19,14
67,Arsonist,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:04:38,13
68,I Never Loved You,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:04:09,12
69,Lessons,Halsey,The Great Impersonator (Deluxe),2026,Alternative,0:03:46,12
70,Panic Attack,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:36,12
71,Alice of the Upper Class,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:22,13
72,Ego,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:18,12
73,Joshua Tree,Demi Lovato & Rose Gray,It's Not That Deep (Unless You Want It To Be),2026,Pop,0:03:23,12
74,Issues,Julia Michaels,Nervous System - EP,2017,Pop,0:02:56,42
75,If She Could See Me Now,Lorde,Virgin,2025,Pop,0:02:56,28
76,Here All Night,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2025,Pop,0:02:56,13
77,Pretty Catatonic,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2026,Pop,0:02:48,13
78,Chains of Love,Charli xcx,Wuthering Heights,2025,Pop,0:02:50,8
79,I Ain't Worried,OneRepublic,Top Gun: Maverick (Music from the Motion Picture),2022,Pop,0:02:28,14
80,Konichiwa Bitches,Robyn,Robyn,2005,Pop,0:02:38,12
81,Andromeda,Weyes Blood,Titanic Rising,2019,Alternative,0:04:40,111
82,I Believe in Magic,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:04:48,11
83,Dog Years,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:04:03,12
84,Lonely is the Muse,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:04:00,12
85,Hurt Feelings,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:54,11
86,The Great Impersonator,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:22,12
87,Lucky,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:16,12
88,The Middle,"Zedd, Maren Morris & Grey",The Middle - Single,2018,Dance,0:03:04,95
89,Heaven,Leigh-Anne,My Ego Told Me To,2026,Pop,0:03:04,13
90,Love Controller,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2026,Pop,0:02:59,12
91,Pink in the Night,Mitski,Be the Cowboy,2018,Indie Rock,0:02:16,39
92,Afraid of the Dark (Demo),Halsey,The Great Impersonator (Deluxe),2026,Alternative,0:04:17,12
93,warm,Ariana Grande,eternal sunshine deluxe: brighter days ahead,2025,Pop,0:03:21,56
94,Wi$h Li$t,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:27,70
