Position,Nom,Artiste,Album,Année,Genre,Durée,Lectures
69,Emotions,Mariah Carey,Emotions,1991,Pop,0:04:08,47
70,Please Please Please,Sabrina Carpenter,Short n' Sweet (Deluxe),2024,Pop,0:03:06,8
71,LA Hallucinations,Carly Rae Jepsen,Emotion (10th Anniversary Edition),2015,Pop,0:03:04,14
72,Nhạc Tình,Văn Mai Hương & HURRYKNG,Giai Nhân,2025,Pop,0:03:57,7
73,KHÓC BLÓCK,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:02:57,17
74,If My Heart Was A House,JADE,THAT'S SHOWBIZ BABY! THE ENCORE,2025,Pop,0:02:55,8
75,All The Things She Said,t.A.T.u.,200 KM/H In The Wrong Lane (10th Anniversary Edition),2002,Pop,0:03:34,3
76,GRIEF IS THE PRICE YOU PAY FOR LOVE,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:02:42,17
77,Favourite Colour,Carly Rae Jepsen,Emotion (10th Anniversary Edition),2015,Pop,0:03:29,
78,Fame is a Gun,Addison Rae,Addison,2025,Pop,0:03:03,26
79,No Surprises,Radiohead,OK Computer,1997,Alternative,0:03:49,9
80,Like That,Victoria Beckham,Victoria Beckham,2001,Pop,0:04:01,
81,When Did You Get Hot?,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:02:25,36
82,TÂM SỰ VỚI ĐÊM MỘT MÌNH,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:02:56,18
83,A Burning Hill,Mitski,Puberty 2,2016,Indie Rock,0:01:49,214
84,Sports car,Tate McRae,So Close To What,2025,Pop,0:02:45,19
85,Dear god,Tate McRae,So Close To What,2025,Pop,0:02:51,8
86,Hung Up,Madonna,Confessions on a Dance Floor,2005,Pop,0:05:37,25
87,Tomorrow Never Came (feat. Sean Ono Lennon),Lana Del Rey,Lust for Life,2017,Alternative,0:05:07,50
88,Electric Touch (Taylor's Version) (From The Vault) [feat. Fall Out Boy],Taylor Swift,Speak Now (Taylor's Version),2023,Pop,0:04:26,24
89,Phantom,Rina Sawayama,Hold The Girl (Bonus Edition),2022,Alternative,0:04:25,16
90,Warm Blood,Carly Rae Jepsen,Emotion (10th Anniversary Edition),2015,Pop,0:04:13,17
91,Will You Love Me Tomorrow?,Carole King,Tapestry,1971,Singer/Songwriter,0:04:12,10
92,từ chối nhẹ nhàng thôi,Bích Phương & Phúc Du,tâm trạng tan hơi chậm một chút - EP,2020,Pop,0:04:06,42
93,Fearless (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021,Country,0:04:01,57
94,You & I (Forever),Jessie Ware,Tough Love (Deluxe Version),2014,Pop,0:03:58,27
95,Say Hello to Goodbye,Shontelle,No Gravity,2010,R&B/Soul,0:03:52,45
96,Before the Goodbye,Britney Spears,Britney (Deluxe Version),2001,Pop,0:03:50,45
97,Puss Puss,Zara Larsson,Midnight Sun,2025,Pop,0:03:48,8
98,Pink Pony Club,Chappell Roan,The Rise and Fall of a Midwest Princess,2020,Pop,0:04:18,10
99,Killing Me Softly,Lori Lieberman,A Thousand Dreams,1995,Pop,0:03:43,9
100,The Path,Lorde,Solar Power,2021,Alternative,0:03:41,86
