Position,Nom,Artiste,Album,Année,Genre,Durée,Lectures
1,Alewife,Clairo,Immunity,2019,Alternative,0:03:33,374
2,Opalite,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:55,105
3,Sexistential,Robyn,Sexistential,2026,Pop,0:02:20,53
4,My Man on Willpower,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:17,121
5,Relationships,HAIM,I quit,2025,Alternative,0:03:22,32
6,decode,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:03:08,47
7,White Feather Hawk Tail Deer Hunter,Lana Del Rey,White Feather Hawk Tail Deer Hunter - Single,2026,Country,0:03:54,37
8,Times Like These,Addison Rae,Addison,2025,Pop,0:03:52,50
9,New York,Addison Rae,Addison,2025,Pop,0:02:32,90
10,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:46,77
11,Shlut,Shygirl,Nymph,2022,Electronica,0:02:12,24
12,Western Nights,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:06:05,36
13,ÁM ẢNH VỀ ANH,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:01,34
14,Quá Muộn,MIN,Dear Min,2025,Pop,0:03:26,85
15,Casual,Chappell Roan,The Rise and Fall of a Midwest Princess,2022,Pop,0:03:52,55
16,Sirens,Cher Lloyd,Sorry I'm Late,2014,Pop,0:03:55,39
17,locket theme,Madison Beer,locket,2026,Pop,0:01:28,17
18,Quiet,Camila Cabello,Familia,2022,Pop,0:02:43,173
19,EM ĐAU,Phùng Khánh Linh & Thành Luke,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:05:00,28
20,HÃY NÓI ANH SAI RỒI,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:07,38
21,Ojos Tristes,"Selena Gomez, benny blanco & The Marías",I Said I Love You First,2025,Pop,0:03:21,24
22,If She Could See Me Now,Lorde,Virgin,2025,Pop,0:02:56,28
23,Pink in the Night,Mitski,Be the Cowboy,2018,Indie Rock,0:02:16,39
24,Tim McGraw,Taylor Swift,Taylor Swift,2006,Country,0:03:54,79
25,Matilda,Harry Styles,Harry's House,2022,Pop,0:04:05,6
26,I Ain't Worried,OneRepublic,Top Gun: Maverick (Music from the Motion Picture),2022,Pop,0:02:28,12
27,Konichiwa Bitches,Robyn,Robyn,2005,Pop,0:02:38,9
28,Never Getting Laid,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:28,26
29,warm,Ariana Grande,eternal sunshine deluxe: brighter days ahead,2025,Pop,0:03:21,54
30,Wi$h Li$t,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:27,68
31,Current Affairs,Lorde,Virgin,2025,Pop,0:03:18,99
32,twilight zone,Ariana Grande,eternal sunshine deluxe: brighter days ahead,2025,Pop,0:03:18,49
33,Wood,Taylor Swift,The Life of a Showgirl,2025,Pop,0:02:30,66
34,All On You,Jessie Ware,Tough Love (Deluxe Version),2014,Pop,0:05:13,29
35,stay a little longer,ROSÉ,rosie,2024,Pop,0:04:06,19
36,because i liked a boy,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:03:16,13
37,Fast,Demi Lovato,It’s Not That Deep,2025,Pop,0:03:01,34
38,run for the hills,Tate McRae,THINK LATER,2023,Pop,0:02:23,11
39,chẳng phải tình đầu sao đau đến thế,"MIN, Dangrangto & antransax",Dear Min,2025,Pop,0:04:43,54
40,"Henry, come on",Lana Del Rey,"Henry, come on - Single",2025,Alternative,0:05:11,92
41,I Will Always Love You,Whitney Houston,The Bodyguard (Original Soundtrack Album),1992,Soundtrack,0:04:31,14
42,You’re Losing Me (From The Vault),Taylor Swift,You're Losing Me (From The Vault) - Single,2023,Pop,0:04:37,35
43,phải viết bao nhiêu bản tình ca,MIN,Dear Min,2025,Pop,0:04:09,20
44,Ướt Lòng,Văn Mai Hương,Giai Nhân,2025,Pop,0:04:39,8
45,cardigan,Taylor Swift,folklore,2020,Alternative,0:03:59,
46,Blue Moon,Zara Larsson,Midnight Sun,2025,Pop,0:03:02,15
47,Chains of Love,Charli xcx,Wuthering Heights,2025,Pop,0:02:50,2
48,Món Quà,Văn Mai Hương,Giai Nhân,2025,Pop,0:03:39,8
49,Adore You,Jessie Ware,What's Your Pleasure? (The Platinum Pleasure Edition),2019,Pop,0:03:45,95
50,Killah,Lady Gaga & Gesaffelstein,MAYHEM,2025,Pop,0:03:30,23
51,Talk To Me,Robyn,Sexistential,2026,Pop,0:03:19,1
52,Headlock,Imogen Heap,Speak for Yourself (Deluxe Version),2005,Pop,0:03:35,5
53,Lost In Devotion,Carly Rae Jepsen,Emotion (10th Anniversary Edition),2025,Pop,0:03:14,109
54,Fast Times,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:02:54,4
55,Dust Bowl,Ethel Cain,"Willoughby Tucker, I'll Always Love You",2025,Alternative,0:06:26,5
56,Ray of Light,Madonna,Ray of Light,1998,Pop,0:05:22,4
57,Love,Lana Del Rey,Lust for Life,2017,Alternative,0:04:32,75
58,Haunted,Beyoncé,BEYONCÉ (Platinum Edition),2013,Pop,0:06:09,8
59,LINH CẢM,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:04:09,17
60,ƯỚC ANH TAN NÁT CON TIM,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2024,Indie Pop,0:03:50,17
61,ĐIỀU EM KHÔNG MUỐN,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:45,42
62,Ruin The Friendship,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:40,54
63,Vùng Xám,Văn Mai Hương & GREY D,Giai Nhân,2025,Pop,0:03:33,7
64,Damn Right,"JENNIE, Childish Gambino & Kali Uchis",Ruby,2025,Pop,0:03:50,14
65,(They Long To Be) Close To You,Carpenters,Close To You,1970,Pop,0:04:36,11
66,ANH LÀ THẰNG TỒI,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:20,19
67,năm ngoái giờ này (after all),Phùng Khánh Linh,CITOPIA,2022,Pop,0:03:26,18
68,invisible string,Taylor Swift,folklore (deluxe version),2020,Alternative,0:04:12,34
