Position,Nom,Artiste,Album,Année,Genre,Durée,Lectures
23,bad enough,Madison Beer,locket,2026,Pop,0:03:42,13
24,Quiet,Camila Cabello,Familia,2022,Pop,0:02:43,173
25,EM ĐAU,Phùng Khánh Linh & Thành Luke,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:05:00,28
26,iloveitiloveitiloveit,Bella Kay,iloveitiloveitiloveit - Single,2026,Alternative,0:03:03,
27,Ojos Tristes,"Selena Gomez, benny blanco & The Marías",I Said I Love You First,2025,Pop,0:03:21,24
28,June Gloom,Camila Cabello,"C,XOXO (Magic City Edition)",2024,Pop,0:03:00,119
29,Altars,Charli xcx,Wuthering Heights,2026,Pop,0:02:56,12
30,My Mouth Is Lonely For You (from Mother Mary),Anne Hathaway,Mother Mary: Greatest Hits,2026,Pop,0:04:04,15
31,Tim McGraw,Taylor Swift,Taylor Swift,2006,Country,0:03:54,81
32,If She Could See Me Now,Lorde,Virgin,2025,Pop,0:02:56,28
33,Matilda,Harry Styles,Harry's House,2022,Pop,0:04:05,8
34,Down (feat. Lil Wayne),Jay Sean,All or Nothing (Bonus Track Version),2009,R&B/Soul,0:03:32,14
35,Pink in the Night,Mitski,Be the Cowboy,2018,Indie Rock,0:02:16,39
36,Never Getting Laid,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:28,30
37,The Middle,"Zedd, Maren Morris & Grey",The Middle - Single,2018,Dance,0:03:04,94
38,Chains of Love,Charli xcx,Wuthering Heights,2025,Pop,0:02:50,7
39,I Ain't Worried,OneRepublic,Top Gun: Maverick (Music from the Motion Picture),2022,Pop,0:02:28,12
40,Konichiwa Bitches,Robyn,Robyn,2005,Pop,0:02:38,10
41,Goodbye Goodmorning,Leigh-Anne,My Ego Told Me To,2026,Pop,0:03:24,11
42,Heaven,Leigh-Anne,My Ego Told Me To,2026,Pop,0:03:04,11
43,warm,Ariana Grande,eternal sunshine deluxe: brighter days ahead,2025,Pop,0:03:21,54
44,Wi$h Li$t,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:27,68
45,Current Affairs,Lorde,Virgin,2025,Pop,0:03:18,99
46,twilight zone,Ariana Grande,eternal sunshine deluxe: brighter days ahead,2025,Pop,0:03:18,52
47,Wasabi,Little Mix,LM5 (Deluxe),2018,Pop,0:02:34,73
48,Wood,Taylor Swift,The Life of a Showgirl,2025,Pop,0:02:30,68
49,stay a little longer,ROSÉ,rosie,2024,Pop,0:04:06,20
50,Baby (feat. Ludacris),Justin Bieber,My World 2.0 (Bonus Track Version),2010,Pop,0:03:34,43
51,HIỆN THỰC PHŨ PHÀNG,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:23,43
52,Headlock,Imogen Heap,Speak for Yourself (Deluxe Version),2005,Pop,0:03:35,10
53,FREE,Leigh-Anne,My Ego Told Me To,2026,Pop,0:02:48,8
54,BLUE,Billie Eilish,HIT ME HARD AND SOFT,2024,Alternative,0:05:43,47
55,All On You,Jessie Ware,Tough Love (Deluxe Version),2014,Pop,0:05:13,29
56,Lights Off,Jay Sean,All or Nothing (Bonus Track Version),2009,R&B/Soul,0:04:12,47
57,All Apologies,Nirvana,In Utero (20th Anniversary Edition),1993,Alternative,0:03:56,24
58,Eldest Daughter,Taylor Swift,The Life of a Showgirl,2025,Pop,0:04:06,54
59,GO,BLACKPINK,DEADLINE - EP,2026,K-Pop,0:03:15,7
60,because i liked a boy,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:03:16,13
61,Talk To Me,Robyn,Sexistential,2026,Pop,0:03:19,4
62,Been A Minute,Leigh-Anne,My Ego Told Me To,2025,Pop,0:03:20,5
63,Fast,Demi Lovato,It’s Not That Deep,2025,Pop,0:03:01,35
64,Món Quà,Văn Mai Hương,Giai Nhân,2025,Pop,0:03:39,10
65,Dead and Gone,Leigh-Anne,My Ego Told Me To,2025,Pop,0:02:40,8
66,Fast Times,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:02:54,8
67,run for the hills,Tate McRae,THINK LATER,2023,Pop,0:02:23,13
68,I Will Overcome.,RAYE,THIS MUSIC MAY CONTAIN HOPE.,2026,Pop,0:04:54,6
69,chẳng phải tình đầu sao đau đến thế,"MIN, Dangrangto & antransax",Dear Min,2025,Pop,0:04:43,55
70,"Henry, come on",Lana Del Rey,"Henry, come on - Single",2025,Alternative,0:05:11,93
71,I Will Always Love You,Whitney Houston,The Bodyguard (Original Soundtrack Album),1992,Soundtrack,0:04:31,15
72,GIẢ VỜ,Phùng Khánh Linh,GIẢ VỜ - Single,2026,Indie Pop,0:04:13,7
73,LINH CẢM,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:04:09,20
74,Ướt Lòng,Văn Mai Hương,Giai Nhân,2025,Pop,0:04:39,9
75,ƯỚC ANH TAN NÁT CON TIM,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2024,Indie Pop,0:03:50,20
76,mùa hè 1994 (summer 1994),Phùng Khánh Linh,CITOPIA,2022,Pop,0:03:26,45
77,Please Please Please,Sabrina Carpenter,Short n' Sweet (Deluxe),2024,Pop,0:03:06,12
78,Don’t Worry I’ll Make You Worry,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:42,16
79,Me Minus U,Leigh-Anne,My Ego Told Me To,2026,Pop,0:03:00,7
80,Bends,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:15,146
81,Firework,Katy Perry,Teenage Dream: The Complete Confection,2010,Pop,0:03:47,27
82,Best Version of Me,Leigh-Anne,My Ego Told Me To,2026,Pop,0:02:47,7
83,Crazier,Taylor Swift,Hannah Montana: The Movie (Original Motion Picture Soundtrack),2009,Soundtrack,0:03:11,47
84,Talk to me nice,Leigh-Anne,My Ego Told Me To,2026,Pop,0:02:48,6
85,Man Of The Year,Lorde,Virgin,2025,Pop,0:03:00,20
86,Rush,Troye Sivan,Something To Give Each Other,2023,Pop,0:02:36,33
87,Dust Bowl,Ethel Cain,"Willoughby Tucker, I'll Always Love You",2025,Alternative,0:06:26,7
88,Ray of Light,Madonna,Ray of Light,1998,Pop,0:05:22,6
89,State Of Grace (Taylor's Version),Taylor Swift,Red (Taylor's Version) [Video Deluxe],2021,Pop,0:04:55,45
90,You’re Losing Me (From The Vault),Taylor Swift,You're Losing Me (From The Vault) - Single,2023,Pop,0:04:37,35
91,phải viết bao nhiêu bản tình ca,MIN,Dear Min,2025,Pop,0:04:09,21
92,Go Find Yourself or Whatever,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:04:44,101
93,Good Days,SZA,SOS Deluxe: LANA,2020,R&B/Soul,0:04:38,8
94,Damn Right,"JENNIE, Childish Gambino & Kali Uchis",Ruby,2025,Pop,0:03:50,16
95,Pink Pony Club,Chappell Roan,The Rise and Fall of a Midwest Princess,2020,Pop,0:04:18,13
96,cardigan,Taylor Swift,folklore,2020,Alternative,0:03:59,
97,Like It or Not,Madonna,Confessions on a Dance Floor,2005,Pop,0:04:35,26
98,Bad Thing Twice,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:13,119
99,Killah,Lady Gaga & Gesaffelstein,MAYHEM,2025,Pop,0:03:30,24
100,Still Got It,Troye Sivan,Something To Give Each Other,2023,Pop,0:03:28,133
