Position,Nom,Artiste,Album,Année,Genre,Durée,Lectures
1,Alewife,Clairo,Immunity,2019,Alternative,0:03:33,375
2,Opalite,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:55,108
3,"I Knew It, I Knew You (From ""Toy Story 5"")",Taylor Swift,"I Knew It, I Knew You (From ""Toy Story 5"") - Single",2026,Country,0:02:58,
4,Don't Know What To Do,BLACKPINK,KILL THIS LOVE - EP,2019,K-Pop,0:03:21,78
5,My Man on Willpower,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:17,137
6,Có Em Là Nhà,MIN,Dear Min,2025,Pop,0:04:10,65
7,Goodbye Goodmorning,Leigh-Anne,My Ego Told Me To,2026,Pop,0:03:24,62
8,Sexistential,Robyn,Sexistential,2026,Pop,0:02:20,53
9,Never Getting Laid,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:28,49
10,Letter to God (1998),Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:02:49,19
11,Goodbye,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:45,25
12,decode,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:03:08,58
13,Fire,Alessia Cara,Love & Hyperbole,2025,Pop,0:03:45,46
14,White Feather Hawk Tail Deer Hunter,Lana Del Rey,White Feather Hawk Tail Deer Hunter - Single,2026,Country,0:03:54,44
15,ÁM ẢNH VỀ ANH,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:01,41
16,Relationships,HAIM,I quit,2025,Alternative,0:03:22,36
17,HÃY NÓI ANH SAI RỒI,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:07,
18,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,2025,Pop,0:03:46,88
19,Dying for You,Charli xcx,Wuthering Heights,2026,Pop,0:03:02,35
20,Teenage Dream,Katy Perry,Teenage Dream: The Complete Confection,2010,Pop,0:03:47,65
21,Vicious,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:02:29,48
22,ANH LÀ THẰNG TỒI,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:03:20,40
23,Times Like These,Addison Rae,Addison,2025,Pop,0:03:52,55
24,Low Rise Jeans,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2026,Pop,0:03:26,30
25,Fast,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2025,Pop,0:03:01,20
26,get him back!,Olivia Rodrigo,GUTS (spilled),2023,Pop,0:03:31,60
27,Sweet Fortune,Ryan Beatty,Sweet Fortune,2026,Pop,0:02:56,33
28,Signs,Tate McRae,So Close To What,2025,Pop,0:02:53,32
29,Confetti,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2026,Pop,0:02:38,34
30,Shlut,Shygirl,Nymph,2022,Electronica,0:02:12,32
31,Too Easy,Tinashe,Too Easy - Single,2026,Pop,0:01:54,
32,The End,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:17,24
33,Before I Knew You,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2025,Pop,0:02:56,30
34,The Smallest Man Who Ever Lived,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:05,77
35,My Mouth Is Lonely For You,Anne Hathaway,My Mouth Is Lonely For You - Single,2026,Pop,0:04:04,
36,If She Could See Me Now,Lorde,Virgin,2025,Pop,0:02:56,44
37,15 Minutes,Sabrina Carpenter,Short n' Sweet (Deluxe),2024,Pop,0:03:11,41
38,New York,Addison Rae,Addison,2025,Pop,0:02:32,91
39,Kiss,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2025,Pop,0:02:19,20
40,ƯỚC ANH TAN NÁT CON TIM,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI (MỞ RỘNG),2024,Indie Pop,0:03:50,9
41,Don’t Worry I’ll Make You Worry,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:42,36
42,Hit the Wall,Gracie Abrams,Daughter from Hell,2026,Pop,0:03:14,29
43,KHÓC BLÓCK,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI (MỞ RỘNG),2025,Indie Pop,0:02:57,10
44,Western Nights,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:06:05,42
45,yes baby,Madison Beer,locket,2025,Pop,0:02:55,40
46,Fast Times,Sabrina Carpenter,emails i can’t send fwd:,2022,Pop,0:02:54,26
47,Only Living Girl in LA,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:06:14,21
48,GIẢ VỜ,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI (MỞ RỘNG),2026,Indie Pop,0:04:13,10
49,Tim McGraw,Taylor Swift,Taylor Swift,2006,Country,0:03:54,94
50,Jenny from the Block (feat. Jadakiss & Styles P) [Track Masters Remix],Jennifer Lopez,This Is Me...Then,2002,Pop,0:03:07,35
51,Let You Go,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2025,Pop,0:03:03,16
52,GRIEF IS THE PRICE YOU PAY FOR LOVE,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI (MỞ RỘNG),2025,Indie Pop,0:02:42,10
53,Lucid,Halsey,The Great Impersonator (Deluxe),2026,Alternative,0:03:20,23
54,Sorry To Myself,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2025,Pop,0:03:25,21
55,Quá Muộn,MIN,Dear Min,2025,Pop,0:03:26,89
56,Sugar Talking,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:03,45
57,locket theme,Madison Beer,locket,2026,Pop,0:01:28,23
58,ĐIỀU EM KHÔNG MUỐN,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI (MỞ RỘNG),2025,Indie Pop,0:03:45,10
59,bad enough,Madison Beer,locket,2026,Pop,0:03:42,21
60,Little Bit,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2025,Pop,0:02:26,17
61,Down (feat. Lil Wayne),Jay Sean,All or Nothing (Bonus Track Version),2009,R&B/Soul,0:03:32,25
62,Lessons,Halsey,The Great Impersonator (Deluxe),2026,Alternative,0:03:46,19
63,Ego,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:18,22
64,House Tour,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:02:49,56
65,Frequency,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2025,Pop,0:02:43,15
66,Casual,Chappell Roan,The Rise and Fall of a Midwest Princess,2022,Pop,0:03:52,58
67,Panic Attack,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:36,20
68,Sirens,Cher Lloyd,Sorry I'm Late,2014,Pop,0:03:55,43
69,On Wires,Carly Rae Jepsen,Day and Night,,Pop,0:03:22,22
70,Ojos Tristes,"Selena Gomez, benny blanco & The Marías",I Said I Love You First,2025,Pop,0:03:21,31
71,Tears,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:02:40,32
72,When Did You Get Hot?,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:02:25,53
73,freak,Ariana Grande,petal,2026,Pop,0:03:19,
74,Afraid of the Dark (Demo),Halsey,The Great Impersonator (Deluxe),2026,Alternative,0:04:17,20
75,Manchild,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:33,18
76,stupid song,Olivia Rodrigo,you seem pretty sad for a girl so in love,2026,Pop,0:03:29,20
77,I Really Like You,Carly Rae Jepsen,Emotion (10th Anniversary Edition),2015,Pop,0:03:24,32
78,Nobody’s Son,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:02,30
79,Altars,Charli xcx,Wuthering Heights,2026,Pop,0:02:56,17
80,EM ĐAU,Phùng Khánh Linh & Thành Luke,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:05:00,
81,Hurt Feelings,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:54,19
82,Darwinism,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:45,18
83,Life of the Spider (Draft),Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:30,17
84,The Great Impersonator,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:22,18
85,Crash Out,Tinashe,Popstar,2026,Pop,0:03:10,19
86,Here All Night,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2025,Pop,0:02:56,18
87,betty,Taylor Swift,folklore (deluxe version),2020,Alternative,0:04:54,41
88,Arsonist,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:04:38,18
89,I Never Loved You,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:04:09,17
