Position,Nom,Artiste,Album,Année,Genre,Durée,Lectures
45,We Were Happy (Taylor’s Version) [From The Vault],Taylor Swift,Fearless (Taylor's Version),2021,Country,0:04:04,37
46,Cassandra,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:00,16
47,Make Me... (feat. G-Eazy),Britney Spears,Glory (Deluxe),2016,Pop,0:03:50,83
48,Talk To Me Nice,Tinashe,BB/ANG3L,2023,R&B/Soul,0:03:49,36
49,The Abyss,The Weeknd & Lana Del Rey,Hurry Up Tomorrow,2025,R&B/Soul,0:04:42,4
50,Indestructible,Robyn,Body Talk,2010,Dance,0:03:40,46
51,Shameless,Camila Cabello,Romance,2019,Pop,0:03:39,68
52,My Favorite Part (feat. Ariana Grande),Mac Miller,The Divine Feminine,2016,Hip-Hop,0:03:36,38
53,"thank u, next",Ariana Grande,"thank u, next",2018,Pop,0:03:27,138
54,Swimming In The Stars,Britney Spears,Glory (Deluxe),2016,Pop,0:03:21,43
55,hoa tiêu dao,Phùng Khánh Linh,yesteryear (deluxe),2020,Pop,0:03:05,30
56,Catch My Breath,Kelly Clarkson,Greatest Hits - Chapter One,2012,Pop,0:04:10,12
57,Therefore I Am,Billie Eilish,Happier Than Ever,2020,Alternative,0:02:53,43
58,CRUSH,Katy Perry,143,2024,Pop,0:02:57,7
59,White Mercedes,Charli xcx,Charli,2019,Pop,0:03:23,50
60,Marvin Gaye (feat. Meghan Trainor),Charlie Puth,Nine Track Mind,2015,Pop,0:03:10,17
61,It's ok I'm ok,Tate McRae,So Close To What,2024,Pop,0:02:36,5
62,Hypnotized,Anyma & Ellie Goulding,Hypnotized - Single,2025,Dance,0:03:00,2
63,Liability (Reprise),Lorde,Melodrama,2017,Alternative,0:02:16,13
64,Old Friend,Mitski,Be the Cowboy,2018,Indie Rock,0:01:52,23
65,Chromatica I,Lady Gaga,Chromatica,2020,Pop,0:01:00,47
66,Honeymoon Avenue,Ariana Grande,Yours Truly,2013,Pop,0:05:39,36
67,I'll Never Love Again (Extended Version),Lady Gaga,A Star Is Born Soundtrack,2018,Soundtrack,0:05:28,5
68,A House In Nebraska,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:07:46,91
69,evermore (feat. Bon Iver),Taylor Swift,evermore (deluxe version),2020,Alternative,0:05:04,49
70,Off to the Races,Lana Del Rey,Born to Die (Deluxe Version),2011,Alternative,0:04:59,40
71,All On You,Jessie Ware,Tough Love (Deluxe Version),2014,Pop,0:05:13,3
72,betty,Taylor Swift,folklore (deluxe version),2020,Alternative,0:04:54,22
73,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,Red (Taylor's Version) [Video Deluxe],2021,Pop,0:04:44,39
74,Both Sides Now,Emilia Jones,CODA (Soundtrack from the Apple Original Film),2021,Soundtrack,0:04:39,28
75,Ánh nắng của anh,Đức Phúc,LiveShow Dạ Khúc cho tình nhân,2016,Pop,0:04:25,17
76,Bartender,Lana Del Rey,Norman F*****g Rockwell!,2019,Alternative,0:04:23,79
77,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,2024,Alternative,0:04:21,29
78,Đôi Mắt,Wanbi Tuấn Anh,Wanbi 0901 - Single,2011,Pop,0:04:19,11
79,Pink Pony Club,Chappell Roan,The Rise and Fall of a Midwest Princess,2020,Pop,0:04:18,4
80,Tether Me,Galleaux,Tether Me - Single,2020,Pop,0:04:16,23
81,it's time to go (bonus track),Taylor Swift,evermore (deluxe version),2021,Alternative,0:04:14,22
82,She Used to Be Mine,Sara Bareilles,What's Inside: Songs from Waitress,2015,Pop,0:04:10,32
83,Yellow,Katherine Ho,Crazy Rich Asians (Original Motion Picture Soundtrack),2018,Soundtrack,0:04:08,27
84,People disappear here,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:04:07,40
85,Mariners Apartment Complex,Lana Del Rey,Norman F*****g Rockwell!,2018,Alternative,0:04:07,111
86,Till I Found You,Josef Salvat,Night Swim (Deluxe),2015,Pop,0:04:07,33
87,từ chối nhẹ nhàng thôi,Bích Phương & Phúc Du,tâm trạng tan hơi chậm một chút - EP,2020,Pop,0:04:06,36
88,I Will Still Love You (With Don Phillip),Britney Spears,...Baby One More Time (Deluxe Version),1999,Pop,0:04:03,23
89,Close to You,Rihanna,ANTI (Deluxe),2016,Pop,0:03:57,54
90,Chained to the Rhythm (feat. Skip Marley),Katy Perry,Witness (Deluxe),2017,Pop,0:03:57,35
91,Come In With The Rain (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021,Country,0:03:57,33
92,Hustler,Josef Salvat,Night Swim (Deluxe),2015,Pop,0:03:54,68
93,Green Light,Lorde,Melodrama,2017,Alternative,0:03:54,158
94,You Don't Know Me,Ariana Grande,My Everything (Tenth Anniversary Edition),2014,Pop,0:03:53,6
95,Burning Desire,Lana Del Rey,Paradise,2012,Alternative,0:03:51,72
96,Better,Khalid,Free Spirit,2018,R&B/Soul,0:03:49,48
97,the lakes (original version),Taylor Swift,the lakes (original version) - Single,2021,Alternative,0:03:47,30
98,Your Domino,Jessie Ware,Glasshouse (Deluxe Edition),2017,Pop,0:03:47,6
99,Diamonds,Rihanna,Unapologetic,2012,Pop,0:03:45,52
100,Breathe Again,Sara Bareilles,Kaleidoscope Heart,2010,Pop,0:04:58,31
