Position,Name,Artist,Album,Year,Genre,Time,Plays
1,Your Best American Girl,Mitski,Puberty 2,2016,Indie Rock,0:03:32,169
2,I Can See the Future,Tinashe,333 (Deluxe),2021,R&B/Soul,0:02:56,35
3,Beg For You (feat. Rina Sawayama),Charli XCX,CRASH,2022,Pop,0:02:48,114
4,Tears (feat. Caroline Polachek),Charli XCX,Pop 2,2017,Pop,0:04:13,73
5,Love Me More,Mitski,Laurel Hell,2022,Alternative,0:03:32,132
6,Working for the Knife,Mitski,Laurel Hell,2021,Alternative,0:02:38,57
7,New Shapes (feat. Caroline Polachek & Christine and the Queens),Charli XCX,CRASH,2021,Pop,0:03:20,62
8,A Burning Hill,Mitski,Puberty 2,2016,Indie Rock,0:01:49,130
9,I Bet on Losing Dogs,Mitski,Puberty 2,2016,Indie Rock,0:02:50,47
10,IN A DREAM,Troye Sivan,In A Dream (2020) - EP,2020,Pop,0:03:49,23
11,Baby,Charli XCX,CRASH,2022,Pop,0:02:39,161
12,Heat Lightning,Mitski,Laurel Hell,2021,Alternative,0:02:51,52
13,detonate,Charli XCX,how i'm feeling now,2020,Pop,0:03:39,90
14,Dancing On My Own,Robyn,"Body Talk, Pt. 1",2010,Electronic,0:04:45,85
15,forever,Charli XCX,how i'm feeling now,2020,Pop,0:04:03,52
16,Thursday Girl,Mitski,Puberty 2,2016,Indie Rock,0:03:08,56
17,claws,Charli XCX,how i'm feeling now,2020,Pop,0:02:29,81
18,Good Ones,Charli XCX,CRASH,2021,Pop,0:02:16,76
19,X (feat. Jeremih),Tinashe,333,2021,R&B/Soul,0:02:51,
20,Pristine,Snail Mail,Lush,2018,Alternative,0:04:55,43
21,Happy,Mitski,Puberty 2,2016,Indie Rock,0:03:40,25
22,Let Me Down Slowly,Tinashe,333 (Deluxe),2021,R&B/Soul,0:03:05,18
23,Undo (Back To My Heart),Tinashe & Wax Motif,333 (Deluxe),2021,R&B/Soul,0:03:17,25
24,Used To Know Me,Charli XCX,CRASH,2022,Pop,0:02:25,96
25,My Body's Made of Crushed Little Stars,Mitski,Puberty 2,2016,Indie Rock,0:01:56,27
26,Click (feat. Kim Petras & Tommy Cash),Charli XCX,Charli,2019,Pop,0:03:53,32
27,Cry for You,September,September,2006,Dance,0:03:28,35
28,Naturally,Tinashe,Naturally - Single,2022,R&B/Soul,0:03:14,
29,Impossible,Clairo,Immunity,2019,Alternative,0:03:50,81
30,Crack Baby,Mitski,Puberty 2,2016,Indie Rock,0:04:52,26
31,7 years,Charli XCX,how i'm feeling now,2020,Pop,0:03:15,17
32,Watercolor Eyes (From “Euphoria” An Original HBO Series),Lana Del Rey,Watercolor Eyes (From “Euphoria” An Original HBO Series) - Single,2022,Soundtrack,0:03:31,56
33,Gone,Charli XCX & Christine and the Queens,Charli,2019,Pop,0:04:06,117
34,Cross You Out (feat. Sky Ferreira),Charli XCX,Charli,2019,Pop,0:03:28,35
35,Dan the Dancer,Mitski,Puberty 2,2016,Indie Rock,0:02:25,15
36,Constant Repeat,Charli XCX,CRASH,2022,Pop,0:03:09,68
37,Silver Cross,Charli XCX,Charli,2019,Pop,0:03:28,35
38,STUD,Troye Sivan,In A Dream (2020) - EP,2020,Pop,0:03:29,16
39,You Right (Extended),Doja Cat & The Weeknd,Planet Her (Deluxe),2021,Pop,0:04:06,72
40,Francis Forever,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:29,36
41,I Will,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:54,38
42,Once More to See You,Mitski,Puberty 2,2016,Indie Rock,0:03:00,13
43,Fireworks,Mitski,Puberty 2,2016,Indie Rock,0:02:37,21
44,Cherry,Lana Del Rey,Lust for Life,2017,Alternative,0:03:00,120
45,The Only Heartbreaker,Mitski,Laurel Hell,2021,Alternative,0:03:04,36
46,10/10,Troye Sivan,In A Dream (2020) - EP,2020,Pop,0:03:06,18
47,Yuck,Charli XCX,CRASH,2022,Pop,0:02:18,43
48,Washing Machine Heart,Mitski,Be the Cowboy,2018,Indie Rock,0:02:08,79
49,Backseat (feat. Carly Rae Jepsen),Charli XCX,Pop 2,2017,Pop,0:03:58,86
