Position,Name,Artist,Album,Year,Genre,Time,Plays
1,Really don’t like u (feat. Kylie Minogue),Tove Lo,Sunshine Kitty (Paw Prints Edition),2019,Alternative,0:03:45,80
2,Fortnight (feat. Post Malone),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:48,111
3,I'm Coming,Tove Lo,Sunshine Kitty (Paw Prints Edition),2020,Alternative,0:03:16,121
4,loml,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:37,85
5,Are U gonna tell her? (feat. Mc Zaac),Tove Lo,Sunshine Kitty (Paw Prints Edition),2019,Alternative,0:02:38,77
6,bad days,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:26,68
7,Kintsugi,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:06:18,113
8,Lucky,Lucky Twice,Young & Clever,2007,Dance,0:03:25,52
9,I Can Fix Him (No Really I Can),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:02:36,17
10,"Carolina (""Where The Crawdads Sing"" - Video Edition)",Taylor Swift,Carolina (From The Motion Picture “Where The Crawdads Sing”) - Single,2022,Soundtrack,0:02:43,49
11,"yes, and?",Ariana Grande,eternal sunshine,2024,Pop,0:03:34,25
12,I LUV IT,Camila Cabello & Playboi Carti,I LUV IT - Single,2024,Pop,0:02:54,
13,Von dutch,Charli XCX,Von dutch - Single,2024,Dance,0:02:44,
14,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,2024,Pop,0:03:48,40
15,imgonnagetyouback,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:42,43
16,stranger,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:54,104
17,Guilty as Sin?,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:14,45
18,the grudge,Olivia Rodrigo,GUTS (spilled),2023,Pop,0:03:09,18
19,lowkey,NIKI,wanna take this downtown? - EP,2019,R&B/Soul,0:02:51,37
20,Robin,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:00,36
21,true story,Ariana Grande,eternal sunshine,2024,Pop,0:02:43,35
22,The Black Dog,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:58,41
23,"""Slut!"" (Taylor's Version) [From The Vault]",Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:03:00,105
24,you broke me first,Tate McRae,you broke me first - Single,2020,Pop,0:02:49,37
25,the boy is mine,Ariana Grande,eternal sunshine,2024,Pop,0:02:53,33
26,In My Room (feat. Guitarricadelafuente),Troye Sivan,Something To Give Each Other,2023,Pop,0:03:13,48
27,Selfish,Britney Spears,Femme Fatale (Deluxe Version),2011,Pop,0:03:43,231
28,making the bed,Olivia Rodrigo,GUTS,2023,Pop,0:03:18,
29,bye,Ariana Grande,eternal sunshine,2024,Pop,0:02:44,28
30,The Tortured Poets Department,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:53,33
31,Now That We Don't Talk (Taylor's Version) [From The Vault],Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:02:26,69
32,Valentine,Snail Mail,Valentine,2021,Alternative,0:03:16,53
33,I Can Do It With a Broken Heart,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:38,26
34,Just For You,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:06,155
35,Houdini,Dua Lipa,Houdini - Single,2023,Pop,0:03:05,
36,Candy Necklace (feat. Jon Batiste),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:14,110
37,Florida!!! (feat. Florence + the Machine),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:35,27
38,Am I a Girl?,Poppy,Am I a Girl?,2018,Pop,0:03:37,26
39,love is embarrassing,Olivia Rodrigo,GUTS,2023,Pop,0:02:34,
40,Love Goes On,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:52,26
41,The Smallest Man Who Ever Lived,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:05,21
42,Cold Hearted,Paula Abdul,Greatest Hits,2000,Pop,0:03:37,22
43,Let Me Love You (feat. Lil Wayne),Ariana Grande,Dangerous Woman,2016,Pop,0:03:43,111
44,pretty isn’t pretty,Olivia Rodrigo,GUTS,2023,Pop,0:03:19,
45,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:03:51,98
46,How You Get The Girl (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:04:07,35
47,What Was I Made For?,Billie Eilish,Barbie The Album,2023,Pop,0:03:42,71
48,So Right,Carly Rae Jepsen,The Loveliest Time,2023,Pop,0:03:36,47
49,Intuition,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,69
50,Down Bad,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:21,19
51,Both Sides Now,Emilia Jones,CODA (Soundtrack from the Apple Original Film),2021,Soundtrack,0:04:39,23
52,On and On,Hikaru Utada,This Is the One,2009,Pop,0:03:17,28
53,Cockiness (Love It),Rihanna,Talk That Talk (Deluxe),2011,Pop,0:02:58,26
54,Nasty,Tinashe,Nasty - Single,2024,R&B/Soul,0:02:56,17
55,Needs,Tinashe,BB/ANG3L,2023,R&B/Soul,0:02:26,48
56,get him back!,Olivia Rodrigo,GUTS,2023,Pop,0:03:31,
57,Lavender Haze,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:22,65
58,Issues,Julia Michaels,Nervous System - EP,2017,Pop,0:02:56,17
59,Dear Reader,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:45,27
60,Fresh Out The Slammer,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:30,21
61,Jacques,Jax Jones & Tove Lo,Sunshine Kitty (Paw Prints Edition),2016,Dance,0:03:23,37
62,I Wanna Go,Britney Spears,Femme Fatale (Deluxe Version),2011,Pop,0:03:30,147
63,Freakshow,Britney Spears,Blackout (Deluxe Edition),2007,Pop,0:02:55,296
64,Lilith,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:02:47,37
65,Stadium Love,Carly Rae Jepsen,The Loveliest Time,2023,Pop,0:02:51,29
66,Honeymoon Avenue (Live from London),Ariana Grande,Yours Truly (Tenth Anniversary Edition),2013,Pop,0:04:55,29
67,Back To December (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),2023,Pop,0:04:54,46
68,Peter,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:43,17
69,Not All Who Wander Are Lost,Lana Del Rey,Chemtrails Over the Country Club,2021,Alternative,0:04:07,89
70,hey you got drugs?,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:04:18,136
71,Undo (Back To My Heart),Tinashe & Wax Motif,333 (Deluxe),2021,R&B/Soul,0:03:17,80
72,COZY,Beyoncé,RENAISSANCE,2022,Pop,0:03:30,27
73,Sometimes,Britney Spears,...Baby One More Time (Deluxe Version),1999,Pop,0:04:05,130
74,I Hate It Here,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:03,13
75,Maroon,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:38,104
76,enough for you,Olivia Rodrigo,SOUR,2021,Pop,0:03:22,52
77,Dance The Night,Dua Lipa,Barbie The Album,2023,Pop,0:02:56,19
78,I Look in People's Windows,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:02:11,16
79,The Lucky One (Taylor's Version),Taylor Swift,Red (Taylor's Version) [Video Deluxe],2021,Pop,0:04:00,27
80,Midnight Rain,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:02:54,63
81,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:03:49,102
82,ballad of a homeschooled girl,Olivia Rodrigo,GUTS,2023,Pop,0:03:23,
83,Mateo,Tove Lo,Sunshine Kitty (Paw Prints Edition),2019,Alternative,0:02:49,15
