Position,Name,Artist,Album,Year,Genre,Time,Plays
1,I'm Coming,Tove Lo,Sunshine Kitty (Paw Prints Edition),2020,Alternative,0:03:16,130
2,Fortnight (feat. Post Malone),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:48,124
3,Really don’t like u (feat. Kylie Minogue),Tove Lo,Sunshine Kitty (Paw Prints Edition),2019,Alternative,0:03:45,82
4,June Gloom,Camila Cabello,"C,XOXO",2024,Pop,0:03:00,
5,I LUV IT,Camila Cabello & Playboi Carti,I LUV IT - Single,2024,Pop,0:02:54,
6,loml,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:37,106
7,Close To You,Gracie Abrams,The Secret of Us,2024,Pop,0:03:45,75
8,Lavender Haze,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:22,132
9,bad days,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:26,72
10,Are U gonna tell her? (feat. Mc Zaac),Tove Lo,Sunshine Kitty (Paw Prints Edition),2019,Alternative,0:02:38,79
11,Guilty as Sin?,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:14,61
12,I Can Fix Him (No Really I Can),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:02:36,37
13,The Black Dog,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:58,63
14,imgonnagetyouback,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:42,57
15,My Everything,Ariana Grande,My Everything (Tenth Anniversary Edition),2014,Pop,0:02:48,68
16,stranger,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:54,123
17,Shifted,Tove Lo,Sunshine Kitty (Paw Prints Edition),2019,Alternative,0:03:12,57
18,Von dutch,Charli xcx,Von dutch - Single,2024,Dance,0:02:44,
19,The Alchemy,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:16,57
20,Kintsugi,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:06:18,116
21,Don’t Smile,Sabrina Carpenter,Short n' Sweet,2024,Pop,0:03:26,49
22,Lucky,Lucky Twice,Young & Clever,2007,Dance,0:03:25,55
23,"yes, and?",Ariana Grande,eternal sunshine,2024,Pop,0:03:34,32
24,Jacques,Jax Jones & Tove Lo,Sunshine Kitty (Paw Prints Edition),2019,Dance,0:03:23,46
25,Nasty,Tinashe,Nasty - Single,2024,R&B/Soul,0:02:56,
26,The Tortured Poets Department,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:53,48
27,the boy is mine,Ariana Grande,eternal sunshine,2024,Pop,0:02:53,43
28,true story,Ariana Grande,eternal sunshine,2024,Pop,0:02:43,49
29,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,2024,Pop,0:03:48,48
30,Daddy AF,Slayyyter,Slayyyter,2019,Pop,0:02:31,50
31,B.O.A.T.,Camila Cabello,"C,XOXO",2024,Pop,0:02:56,
32,"Carolina (""Where The Crawdads Sing"" - Video Edition)",Taylor Swift,Carolina (From The Motion Picture “Where The Crawdads Sing”) - Single,2022,Soundtrack,0:02:43,49
33,Down Bad,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:21,45
34,The Smallest Man Who Ever Lived,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:05,40
35,ordinary things (feat. Nonna),Ariana Grande,eternal sunshine,2024,Pop,0:02:48,45
36,Needs,Tinashe,BB/ANG3L,2023,R&B/Soul,0:02:26,75
37,I Can Do It With a Broken Heart,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:38,41
38,360,Charli xcx,BRAT,2024,Dance,0:02:13,
39,Robin,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:00,42
40,Risk,Gracie Abrams,The Secret of Us,2024,Pop,0:03:11,46
41,bye,Ariana Grande,eternal sunshine,2024,Pop,0:02:44,38
42,the grudge,Olivia Rodrigo,GUTS (spilled),2023,Pop,0:03:09,21
43,lowkey,NIKI,wanna take this downtown? - EP,2019,R&B/Soul,0:02:51,40
44,BLUE,Billie Eilish,HIT ME HARD AND SOFT,2024,Alternative,0:05:43,36
45,Talk talk,Charli xcx,Brat and it’s the same but there’s three more songs so it’s not,2024,Electronic,0:02:41,
46,making the bed,Olivia Rodrigo,GUTS,2023,Pop,0:03:18,
47,Chanel No.5,Camila Cabello,"C,XOXO",2024,Pop,0:02:40,
48,eternal sunshine,Ariana Grande,eternal sunshine,2024,Pop,0:03:30,33
49,"""Slut!"" (Taylor's Version) [From The Vault]",Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:03:00,107
50,Selfish,Britney Spears,Femme Fatale (Deluxe Version),2011,Pop,0:03:43,234
51,you broke me first,Tate McRae,you broke me first - Single,2020,Pop,0:02:49,38
52,No Broke Boys,Tinashe,Quantum Baby,2024,R&B/Soul,0:02:12,35
53,intro (end of the world),Ariana Grande,eternal sunshine,2024,Pop,0:01:32,36
54,Florida!!! (feat. Florence + the Machine),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:35,37
55,pretty isn’t pretty,Olivia Rodrigo,GUTS (spilled),2023,Pop,0:03:19,17
56,In My Room (feat. Guitarricadelafuente),Troye Sivan,Something To Give Each Other,2023,Pop,0:03:13,48
57,Clara Bow,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:36,33
58,Now That We Don't Talk (Taylor's Version) [From The Vault],Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:02:26,73
59,By The End Of The Night,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:08,41
60,Candy Necklace (feat. Jon Batiste),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:14,114
61,Just For You,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:06,159
62,Cockiness (Love It),Rihanna,Talk That Talk (Deluxe),2011,Pop,0:02:58,31
63,LEVII'S JEANS,Beyoncé & Post Malone,COWBOY CARTER,2024,Country,0:04:17,32
64,Not Strong Enough,boygenius,the record,2023,Alternative,0:03:54,63
65,Fresh Out The Slammer,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:30,27
66,365,Charli xcx,Brat and it’s the same but there’s three more songs so it’s not,2024,Electronic,0:03:23,
67,Dade County Dreaming (feat. JT & Yung Miami),Camila Cabello,"C,XOXO",2024,Pop,0:02:39,
68,Peter,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:43,28
69,Julien,Carly Rae Jepsen,Dedicated,2019,Pop,0:03:54,94
70,Am I a Girl?,Poppy,Am I a Girl?,2018,Pop,0:03:37,29
71,Valentine,Snail Mail,Valentine,2021,Alternative,0:03:16,54
72,Apple,Charli xcx,Brat and it’s the same but there’s three more songs so it’s not,2024,Electronic,0:02:31,
73,GODSPEED,Camila Cabello,"C,XOXO (Magic City Edition)",2024,Pop,0:03:36,41
74,But Daddy I Love Him,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:05:40,24
75,Issues,Julia Michaels,Nervous System - EP,2017,Pop,0:02:56,24
76,supernatural,Ariana Grande,eternal sunshine,2024,Pop,0:02:43,23
77,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,2024,Alternative,0:04:21,26
78,Fishtail,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:02,85
79,Sexy to Someone,Clairo,Charm,2024,Alternative,0:03:27,25
80,Both Sides Now,Emilia Jones,CODA (Soundtrack from the Apple Original Film),2021,Soundtrack,0:04:39,24
81,First Love (Remastered 2014),Hikaru Utada,First Love (Remastered 2014),1999,J-Pop,0:04:17,34
82,So Right,Carly Rae Jepsen,The Loveliest Time,2023,Pop,0:03:36,53
83,Cold Hearted,Paula Abdul,Greatest Hits,2000,Pop,0:03:37,23
84,B2b,Charli xcx,BRAT,2024,Dance,0:02:58,
85,love is embarrassing,Olivia Rodrigo,GUTS,2023,Pop,0:02:34,
86,I Look in People's Windows,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:02:11,24
87,Chloe or Sam or Sophia or Marcus,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:33,21
88,Houdini,Dua Lipa,Houdini - Single,2023,Pop,0:03:05,
89,Tough,Quavo & Lana Del Rey,Tough - Single,2024,Pop,0:03:08,22
90,Love Goes On,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:52,27
91,Dear Reader,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:45,34
92,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:03:51,101
93,get him back!,Olivia Rodrigo,GUTS,2023,Pop,0:03:31,
94,Midnight Rain,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:02:54,72
95,Be More,Stephen Sanchez,Angel Face,2023,Singer/Songwriter,0:03:51,24
96,How You Get The Girl (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:04:07,38
97,Let Me Love You (feat. Lil Wayne),Ariana Grande,Dangerous Woman,2016,Pop,0:03:43,112
98,On and On,Hikaru Utada,This Is the One,2009,Pop,0:03:17,30
99,Stealin' Love,Leigh-Anne,No Hard Feelings - EP,2024,Pop,0:02:20,13
100,What Was I Made For?,Billie Eilish,Barbie The Album,2023,Pop,0:03:42,73
