Position,Name,Artist,Album,Year,Genre,Time,Plays
1,Really don’t like u (feat. Kylie Minogue),Tove Lo,Sunshine Kitty (Paw Prints Edition),2019,Alternative,0:03:45,80
2,Are U gonna tell her? (feat. Mc Zaac),Tove Lo,Sunshine Kitty (Paw Prints Edition),2019,Alternative,0:02:38,76
3,bad days,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:26,66
4,I'm Coming,Tove Lo,Sunshine Kitty (Paw Prints Edition),2020,Alternative,0:03:16,63
5,Kintsugi,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:06:18,113
6,Lucky,Lucky Twice,Young & Clever,2007,Dance,0:03:25,52
7,"Carolina (""Where The Crawdads Sing"" - Video Edition)",Taylor Swift,Carolina (From The Motion Picture “Where The Crawdads Sing”) - Single,2022,Soundtrack,0:02:43,49
8,"yes, and?",Ariana Grande,eternal sunshine,2024,Pop,0:03:34,25
9,I LUV IT,Camila Cabello & Playboi Carti,I LUV IT - Single,2024,Pop,0:02:54,40
10,Von dutch,Charli XCX,Von dutch - Single,2024,Dance,0:02:44,
11,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,2024,Pop,0:03:48,40
12,true story,Ariana Grande,eternal sunshine,2024,Pop,0:02:43,34
13,you broke me first,Tate McRae,you broke me first - Single,2020,Pop,0:02:49,37
14,In My Room (feat. Guitarricadelafuente),Troye Sivan,Something To Give Each Other,2023,Pop,0:03:13,47
15,"""Slut!"" (Taylor's Version) [From The Vault]",Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:03:00,103
16,Selfish,Britney Spears,Femme Fatale (Deluxe Version),2011,Pop,0:03:43,230
17,bye,Ariana Grande,eternal sunshine,2024,Pop,0:02:44,28
18,Now That We Don't Talk (Taylor's Version) [From The Vault],Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:02:26,69
19,Valentine,Snail Mail,Valentine,2021,Alternative,0:03:16,53
20,the boy is mine,Ariana Grande,eternal sunshine,2024,Pop,0:02:53,27
21,Just For You,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:06,155
22,Candy Necklace (feat. Jon Batiste),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:14,110
23,the grudge,Olivia Rodrigo,GUTS,2023,Pop,0:03:09,
24,making the bed,Olivia Rodrigo,GUTS,2023,Pop,0:03:18,
25,love is embarrassing,Olivia Rodrigo,GUTS,2023,Pop,0:02:34,
26,Love Goes On,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:52,26
27,pretty isn’t pretty,Olivia Rodrigo,GUTS,2023,Pop,0:03:19,
28,Cold Hearted,Paula Abdul,Greatest Hits,2000,Pop,0:03:37,21
29,Let Me Love You (feat. Lil Wayne),Ariana Grande,Dangerous Woman,2016,Pop,0:03:43,111
30,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:03:51,98
