Position,Name,Artist,Album,Year,Genre,Time,Plays
1,Really Don't Like U (feat. Kylie Minogue),Tove Lo,Sunshine Kitty,2019,Alternative,0:03:45,
2,Are U gonna tell her? (feat. Mc Zaac),Tove Lo,Sunshine Kitty (Paw Prints Edition),2019,Alternative,0:02:38,74
3,bad days,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:26,66
4,I'm Coming,Tove Lo,Sunshine Kitty (Paw Prints Edition),2020,Alternative,0:03:16,61
5,Lucky,Lucky Twice,Young & Clever,2007,Dance,0:03:25,52
6,"Carolina (""Where The Crawdads Sing"" - Video Edition)",Taylor Swift,Carolina (From The Motion Picture “Where The Crawdads Sing”) - Single,2022,Soundtrack,0:02:43,49
7,"yes, and?",Ariana Grande,eternal sunshine,2024,Pop,0:03:34,25
8,I LUV IT,Camila Cabello & Playboi Carti,I LUV IT - Single,2024,Pop,0:02:54,40
9,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,2024,Pop,0:03:48,16
10,Von dutch,Charli XCX,Von dutch - Single,2024,Dance,0:02:44,
11,true story,Ariana Grande,eternal sunshine,2024,Pop,0:02:43,18
12,In My Room (feat. Guitarricadelafuente),Troye Sivan,Something To Give Each Other,2023,Pop,0:03:13,47
13,"""Slut!"" (Taylor's Version) [From The Vault]",Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:03:00,102
14,you broke me first,Tate McRae,you broke me first - Single,2020,Pop,0:02:49,36
15,Selfish,Britney Spears,Femme Fatale (Deluxe Version),2011,Pop,0:03:43,230
16,bye,Ariana Grande,eternal sunshine,2024,Pop,0:02:44,28
17,Now That We Don't Talk (Taylor's Version) [From The Vault],Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:02:26,69
18,Valentine,Snail Mail,Valentine,2021,Alternative,0:03:16,53
19,the boy is mine,Ariana Grande,eternal sunshine,2024,Pop,0:02:53,22
20,Just For You,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:06,155
21,Candy Necklace (feat. Jon Batiste),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:14,110
22,making the bed,Olivia Rodrigo,GUTS,2023,Pop,0:03:18,
23,love is embarrassing,Olivia Rodrigo,GUTS,2023,Pop,0:02:34,
24,Love Goes On,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:52,25
25,pretty isn’t pretty,Olivia Rodrigo,GUTS,2023,Pop,0:03:19,
26,Cold Hearted,Paula Abdul,Greatest Hits,2000,Pop,0:03:37,20
27,Let Me Love You (feat. Lil Wayne),Ariana Grande,Dangerous Woman,2016,Pop,0:03:43,111
28,What Was I Made For?,Billie Eilish,Barbie The Album,2023,Pop,0:03:42,71
29,Intuition,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,69
30,Both Sides Now,Emilia Jones,CODA (Soundtrack from the Apple Original Film),2021,Soundtrack,0:04:39,19
31,How You Get The Girl (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:04:07,34
32,On and On,Hikaru Utada,This Is the One,2009,Pop,0:03:17,27
33,Cockiness (Love It),Rihanna,Talk That Talk (Deluxe),2011,Pop,0:02:58,20
34,Houdini,Dua Lipa,Houdini - Single,2023,Pop,0:03:05,
35,get him back!,Olivia Rodrigo,GUTS,2023,Pop,0:03:31,
36,Needs,Tinashe,BB/ANG3L,2023,R&B/Soul,0:02:26,46
37,Dear Reader,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:45,27
38,Stadium Love,Carly Rae Jepsen,The Loveliest Time,2023,Pop,0:02:51,29
39,Honeymoon Avenue (Live from London),Ariana Grande,Yours Truly (Tenth Anniversary Edition),2013,Pop,0:04:55,29
40,Undo (Back To My Heart),Tinashe & Wax Motif,333 (Deluxe),2021,R&B/Soul,0:03:17,80
41,Lavender Haze,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:22,63
42,I Wanna Go,Britney Spears,Femme Fatale (Deluxe Version),2011,Pop,0:03:30,147
43,Freakshow,Britney Spears,Blackout (Deluxe Edition),2007,Pop,0:02:55,295
44,Sometimes,Britney Spears,...Baby One More Time (Deluxe Version),1999,Pop,0:04:05,130
45,the grudge,Olivia Rodrigo,GUTS,2023,Pop,0:03:09,
46,Lilith,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:02:47,36
47,The Lucky One (Taylor's Version),Taylor Swift,Red (Taylor's Version) [Video Deluxe],2021,Pop,0:04:00,27
48,Dance The Night,Dua Lipa,Barbie The Album,2023,Pop,0:02:56,19
49,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:03:49,102
50,ballad of a homeschooled girl,Olivia Rodrigo,GUTS,2023,Pop,0:03:23,
