Position,Name,Artist,Album,Year,Genre,Time,Plays
58,supernatural,Ariana Grande,eternal sunshine,2024,Pop,0:02:43,10
59,greedy,Tate McRae,THINK LATER,2023,Pop,0:02:09,13
60,Mine (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),2023,Pop,0:03:51,22
61,Pristine,Snail Mail,Lush,2018,Alternative,0:04:55,81
62,Ex,Kiana Ledé,Selfless,2018,R&B/Soul,0:03:42,16
63,TEXAS HOLD 'EM,Beyoncé,TEXAS HOLD 'EM - Single,2024,Country,0:03:53,
64,Honey,Troye Sivan,Something To Give Each Other,2023,Pop,0:03:26,31
65,Rush,Troye Sivan,Something To Give Each Other,2023,Pop,0:02:36,18
66,You’re Losing Me (From The Vault),Taylor Swift,You're Losing Me (From The Vault) - Single,2023,Pop,0:04:37,24
67,ballad of a homeschooled girl,Olivia Rodrigo,GUTS,2023,Pop,0:03:23,
68,Vigilante Shit,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:02:44,30
69,Shadow,Carly Rae Jepsen,The Loveliest Time,2023,Pop,0:02:49,75
70,The End of the World,Skeeter Davis,The Essential Skeeter Davis,1962,Country,0:02:37,15
71,River,Miley Cyrus,Endless Summer Vacation,2023,Pop,0:02:42,79
72,Gibson Girl,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:05:42,14
73,Say Don't Go (Taylor's Version) [From The Vault],Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:04:39,49
74,Versace On The Floor,Bruno Mars,24K Magic,2016,Pop,0:04:21,50
75,Julien,Carly Rae Jepsen,Dedicated,2019,Pop,0:03:54,75
76,mad woman,Taylor Swift,folklore (deluxe version),2020,Alternative,0:03:57,21
77,Perfect Places,Lorde,Melodrama,2017,Alternative,0:03:41,194
78,Mastermind,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:11,27
79,shivering gold,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:35,6
80,HISS,Megan Thee Stallion,HISS - Single,2024,Hip-Hop/Rap,0:03:12,1
81,Thinking Bout You,Ariana Grande,Dangerous Woman,2016,Pop,0:03:20,166
82,Bejeweled,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:14,27
83,Tulsa Jesus Freak,Lana Del Rey,Chemtrails Over the Country Club,2021,Alternative,0:03:35,129
84,claws,Charli XCX,how i'm feeling now,2020,Pop,0:02:29,140
85,Dấu Mưa,Trung Quân,Dấu Mưa - Single,2013,Pop,0:04:20,43
86,The Nightingale,Julee Cruise,Twin Peaks (Soundtrack From),1990,Soundtrack,0:04:56,6
87,Love Story (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021,Country,0:03:55,99
88,All the Time,Zara Larsson,All the Time - Single,2019,Pop,0:03:48,93
89,vampire,Olivia Rodrigo,GUTS,2023,Pop,0:03:39,
90,Rose Colored Lenses,Miley Cyrus,Endless Summer Vacation,2023,Pop,0:03:43,62
91,What's The Time Where You Are?,Troye Sivan,Something To Give Each Other,2023,Pop,0:03:23,41
92,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:03:51,84
93,Anti-Hero,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:20,32
94,Midnight Dreams,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,70
95,Liar,Britney Spears,Glory (Deluxe),2016,Pop,0:03:16,69
96,One Of Your Girls,Troye Sivan,Something To Give Each Other,2023,Pop,0:03:01,57
97,main thing,Ariana Grande,Positions (Deluxe),2020,Pop,0:02:09,101
98,Fight Against Your Fleshy Lusts,Julie Ragbeer,Perplex,2023,Pop,0:02:12,7
99,True Romance,Tove Lo,Dirt Femme (Extended Cut),2022,Dance,0:04:05,19
100,Let The Light In (feat. Father John Misty),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:38,64
