Position,Name,Artist,Album,Year,Genre,Time,Plays
1,I'm Coming,Tove Lo,Sunshine Kitty (Paw Prints Edition),2020,Alternative,0:03:16,127
2,Really don’t like u (feat. Kylie Minogue),Tove Lo,Sunshine Kitty (Paw Prints Edition),2019,Alternative,0:03:45,81
3,Fortnight (feat. Post Malone),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:48,120
4,loml,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:37,99
5,Are U gonna tell her? (feat. Mc Zaac),Tove Lo,Sunshine Kitty (Paw Prints Edition),2019,Alternative,0:02:38,78
6,bad days,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:26,69
7,I LUV IT,Camila Cabello & Playboi Carti,I LUV IT - Single,2024,Pop,0:02:54,
8,Kintsugi,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:06:18,113
9,Guilty as Sin?,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:04:14,52
10,I Can Fix Him (No Really I Can),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:02:36,21
11,Lucky,Lucky Twice,Young & Clever,2007,Dance,0:03:25,52
12,"Carolina (""Where The Crawdads Sing"" - Video Edition)",Taylor Swift,Carolina (From The Motion Picture “Where The Crawdads Sing”) - Single,2022,Soundtrack,0:02:43,49
13,"yes, and?",Ariana Grande,eternal sunshine,2024,Pop,0:03:34,27
14,imgonnagetyouback,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:42,53
15,The Black Dog,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024,Pop,0:03:58,57
16,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,2024,Pop,0:03:48,41
17,Von dutch,Charli XCX,Von dutch - Single,2024,Dance,0:02:44,
