Position,Name,Artist,Album,Year,Genre,Time,Plays
1,Are U gonna tell her? (feat. Mc Zaac),Tove Lo,Sunshine Kitty (Paw Prints Edition),2019,Alternative,0:02:38,70
2,Lucky,Lucky Twice,Young & Clever,2007,Dance,0:03:25,51
3,"Carolina (""Where The Crawdads Sing"" - Video Edition)",Taylor Swift,Carolina (From The Motion Picture “Where The Crawdads Sing”) - Single,2022,Soundtrack,0:02:43,49
4,bad days,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:26,38
5,In My Room (feat. Guitarricadelafuente),Troye Sivan,Something To Give Each Other,2023,Pop,0:03:13,46
6,"""Slut!"" (Taylor's Version) [From The Vault]",Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:03:00,102
7,Valentine,Snail Mail,Valentine,2021,Alternative,0:03:16,53
8,"yes, and?",Ariana Grande,"yes, and? - Single",2024,Pop,0:03:34,
9,you broke me first,Tate McRae,you broke me first - Single,2020,Pop,0:02:49,31
10,Just For You,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:06,153
11,Now That We Don't Talk (Taylor's Version) [From The Vault],Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:02:26,65
12,Candy Necklace (feat. Jon Batiste),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:14,108
13,Cold Hearted,Paula Abdul,Greatest Hits,2000,Pop,0:03:37,20
14,Selfish,Britney Spears,Femme Fatale (Deluxe Version),2011,Pop,0:03:43,227
15,On and On,Hikaru Utada,This Is the One,2009,Pop,0:03:17,26
16,Intuition,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,68
17,Houdini,Dua Lipa,Houdini - Single,2023,Pop,0:03:05,17
18,Needs,Tinashe,BB/ANG3L,2023,R&B/Soul,0:02:26,45
19,How You Get The Girl (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:04:07,31
20,Honeymoon Avenue (Live from London),Ariana Grande,Yours Truly (Tenth Anniversary Edition),2013,Pop,0:04:55,28
21,Dear Reader,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:45,26
22,I Wanna Go,Britney Spears,Femme Fatale (Deluxe Version),2011,Pop,0:03:30,147
23,Lavender Haze,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:22,63
24,Lilith,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:02:47,35
25,Stadium Love,Carly Rae Jepsen,The Loveliest Time,2023,Pop,0:02:51,26
26,love is embarrassing,Olivia Rodrigo,GUTS,2023,Pop,0:02:34,54
27,The Lucky One (Taylor's Version),Taylor Swift,Red (Taylor's Version) [Video Deluxe],2021,Pop,0:04:00,27
28,Undo (Back To My Heart),Tinashe & Wax Motif,333 (Deluxe),2021,R&B/Soul,0:03:17,77
29,Freakshow,Britney Spears,Blackout (Deluxe Edition),2007,Pop,0:02:55,294
30,the grudge,Olivia Rodrigo,GUTS,2023,Pop,0:03:09,72
31,First Love (Remastered 2014),Hikaru Utada,First Love (Remastered 2014),1999,J-Pop,0:04:17,20
32,Not Strong Enough,boygenius,the record,2023,Alternative,0:03:54,47
33,Dance The Night,Dua Lipa,Barbie The Album,2023,Pop,0:02:56,16
34,Maroon,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:38,101
35,Midnight Rain,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:02:54,59
