Position,Name,Artist,Album,Year,Genre,Time,Plays
1,Your Best American Girl,Mitski,Puberty 2,2016,Indie Rock,0:03:32,168
2,Tears (feat. Caroline Polachek),Charli XCX,Pop 2,2017,Pop,0:04:13,73
3,Love Me More,Mitski,Laurel Hell,2022,Alternative,0:03:32,132
4,Working for the Knife,Mitski,Laurel Hell,2021,Alternative,0:02:38,57
5,I Can See the Future,Tinashe,333 (Deluxe),2021,R&B/Soul,0:02:56,35
6,I Bet on Losing Dogs,Mitski,Puberty 2,2016,Indie Rock,0:02:50,47
7,A Burning Hill,Mitski,Puberty 2,2016,Indie Rock,0:01:49,130
8,Heat Lightning,Mitski,Laurel Hell,2021,Alternative,0:02:51,52
9,IN A DREAM,Troye Sivan,In A Dream (2020) - EP,2020,Pop,0:03:49,23
10,detonate,Charli XCX,how i'm feeling now,2020,Pop,0:03:39,90
11,Thursday Girl,Mitski,Puberty 2,2016,Indie Rock,0:03:08,56
12,claws,Charli XCX,how i'm feeling now,2020,Pop,0:02:29,81
13,X (feat. Jeremih),Tinashe,333,2021,R&B/Soul,0:02:51,
14,Pristine,Snail Mail,Lush,2018,Alternative,0:04:55,43
15,Happy,Mitski,Puberty 2,2016,Indie Rock,0:03:40,24
16,forever,Charli XCX,how i'm feeling now,2020,Pop,0:04:03,51
17,Dancing On My Own,Robyn,"Body Talk, Pt. 1",2010,Electronic,0:04:45,75
18,Beg For You (feat. Rina Sawayama),Charli XCX,CRASH,2022,Pop,0:02:48,111
19,Let Me Down Slowly,Tinashe,333 (Deluxe),2021,R&B/Soul,0:03:05,18
20,Undo (Back To My Heart),Tinashe & Wax Motif,333 (Deluxe),2021,R&B/Soul,0:03:17,25
21,Cry for You,September,September,2006,Dance,0:03:28,35
22,Naturally,Tinashe,Naturally - Single,2022,R&B/Soul,0:03:14,
23,Impossible,Clairo,Immunity,2019,Alternative,0:03:50,75
24,Crack Baby,Mitski,Puberty 2,2016,Indie Rock,0:04:52,26
25,7 years,Charli XCX,how i'm feeling now,2020,Pop,0:03:15,17
26,Watercolor Eyes (From “Euphoria” An Original HBO Series),Lana Del Rey,Watercolor Eyes (From “Euphoria” An Original HBO Series) - Single,2022,Soundtrack,0:03:31,56
27,Gone,Charli XCX & Christine and the Queens,Charli,2019,Pop,0:04:06,117
28,Cross You Out (feat. Sky Ferreira),Charli XCX,Charli,2019,Pop,0:03:28,35
29,Francis Forever,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:29,35
30,I Will,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:54,37
31,My Body's Made of Crushed Little Stars,Mitski,Puberty 2,2016,Indie Rock,0:01:56,27
32,Once More to See You,Mitski,Puberty 2,2016,Indie Rock,0:03:00,13
33,Click (feat. Kim Petras & Tommy Cash),Charli XCX,Charli,2019,Pop,0:03:53,31
34,Fireworks,Mitski,Puberty 2,2016,Indie Rock,0:02:37,20
35,Cherry,Lana Del Rey,Lust for Life,2017,Alternative,0:03:00,120
36,Baby,Charli XCX,CRASH,2022,Pop,0:02:39,158
37,The Only Heartbreaker,Mitski,Laurel Hell,2021,Alternative,0:03:04,35
38,Love in the Dark,Adele,25,2015,Pop,0:04:45,76
39,The Chase,Tinashe,333 (Deluxe),2021,R&B/Soul,0:03:11,15
40,Shy Guy,Tinashe,333 (Deluxe),2021,R&B/Soul,0:01:06,11
41,Out of My Head (feat. Tove Lo and ALMA),Charli XCX,Pop 2,2017,Pop,0:03:55,40
42,STUD,Troye Sivan,In A Dream (2020) - EP,2020,Pop,0:03:29,16
43,The Blackest Day,Lana Del Rey,Honeymoon,2015,Alternative,0:06:05,108
44,You Right (Extended),Doja Cat & The Weeknd,Planet Her (Deluxe),2021,Pop,0:04:06,72
45,Dan the Dancer,Mitski,Puberty 2,2016,Indie Rock,0:02:25,14
46,I Don't Wanna Know,Charli XCX,Charli,2019,Pop,0:03:05,14
47,Norman f*****g Rockwell,Lana Del Rey,Norman F*****g Rockwell!,2019,Alternative,0:04:08,99
48,Thoughts,Charli XCX,Charli,2019,Pop,0:03:11,19
49,New Shapes (feat. Caroline Polachek & Christine and the Queens),Charli XCX,CRASH,2021,Pop,0:03:20,59
50,White Mercedes,Charli XCX,Charli,2019,Pop,0:03:23,31
51,i finally understand,Charli XCX,how i'm feeling now,2020,Pop,0:02:31,21
52,Lucky,Charli XCX,Pop 2,2017,Pop,0:03:35,102
53,Washing Machine Heart,Mitski,Be the Cowboy,2018,Indie Rock,0:02:08,79
54,Bouncin,Tinashe,333 (Deluxe),2021,R&B/Soul,0:02:55,11
55,Last Call,Tinashe,333 (Deluxe),2021,R&B/Soul,0:03:40,7
56,Alewife,Clairo,Immunity,2019,Alternative,0:03:33,120
57,party 4 u,Charli XCX,how i'm feeling now,2020,Pop,0:04:56,17
58,Backseat (feat. Carly Rae Jepsen),Charli XCX,Pop 2,2017,Pop,0:03:58,86
59,Amoeba,Clairo,Sling,2021,Alternative,0:03:48,49
60,10/10,Troye Sivan,In A Dream (2020) - EP,2020,Pop,0:03:06,18
61,There's Too Much Love,Belle and Sebastian,Fold Your Hands Child You Walk Like a Peasant,2000,Alternative,0:03:27,18
62,February 2017 (feat. Clairo & Yaeji),Charli XCX,Charli,2019,Pop,0:02:33,28
63,White Mustang,Lana Del Rey,Lust for Life,2017,Alternative,0:02:44,185
64,Cruel,The Aces,Under My Influence,2020,Alternative,0:03:15,109
65,Tulsa Jesus Freak,Lana Del Rey,Chemtrails Over the Country Club,2021,Alternative,0:03:35,95
66,First Love / Late Spring,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:04:38,81
67,Texas Reznikoff,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:12,19
68,Style,Taylor Swift,1989 (Deluxe Edition),2014,Pop,0:03:51,
69,watch,Billie Eilish,dont smile at me,2017,Alternative,0:02:57,138
70,Thunder,Lana Del Rey,Blue Banisters,2021,Alternative,0:04:19,81
71,Honeymoon,Lana Del Rey,Honeymoon,2015,Alternative,0:05:50,79
72,Take Yourself Home,Troye Sivan,In A Dream (2020) - EP,2020,Pop,0:04:09,16
73,enemy,Charli XCX,how i'm feeling now,2020,Pop,0:03:42,14
74,Blame It On Your Love (feat. Lizzo),Charli XCX,Charli,2019,Pop,0:03:11,21
75,Warm (feat. HAIM),Charli XCX,Charli,2019,Pop,0:03:45,16
76,Rager teenager!,Troye Sivan,In A Dream (2020) - EP,2020,Pop,0:03:21,17
77,Stay Soft,Mitski,Laurel Hell,2022,Alternative,0:03:16,15
78,"I Got It (feat. Brooke Candy, CupcakKe and Pabllo Vittar)",Charli XCX,Pop 2,2017,Pop,0:03:51,31
79,Track 10,Charli XCX,Pop 2,2017,Pop,0:05:26,59
80,Silver Cross,Charli XCX,Charli,2019,Pop,0:03:28,34
81,Angels (feat. Kaash Paige),Tinashe,333 (Deluxe),2021,R&B/Soul,0:02:49,12
82,Woke Up Blessed,Tinashe,333 (Deluxe),2021,R&B/Soul,0:03:32,10
83,It's a Wrap (feat. Quiet Child & KUDZAI),Tinashe,333 (Deluxe),2021,R&B/Soul,0:02:20,8
84,Porsche (feat. MØ),Charli XCX,Pop 2,2017,Pop,0:03:26,43
85,A Loving Feeling,Mitski,Puberty 2,2016,Indie Rock,0:01:32,22
86,The Sound,Carly Rae Jepsen,Dedicated,2019,Pop,0:02:51,156
87,Delicate,Taylor Swift,reputation,2017,Pop,0:03:52,81
88,Nobody,Mitski,Be the Cowboy,2018,Indie Rock,0:03:13,128
89,Em Đây Chẳng Phải Thúy Kiều,Hoàng Thùy Linh,Hoàng,2019,Pop,0:03:34,80
90,Inside Out,Britney Spears,Femme Fatale (Deluxe Version),2011,Pop,0:03:37,115
91,Speaking Terms,Snail Mail,Lush,2018,Alternative,0:03:53,12
92,Bags,Clairo,Immunity,2019,Alternative,0:04:20,133
93,drivers license,Olivia Rodrigo,SOUR,2021,Pop,0:04:02,127
94,Hurricane,Halsey,Room 93 - EP,2014,Alternative,0:03:43,32
95,anthems,Charli XCX,how i'm feeling now,2020,Pop,0:02:51,12
96,Next Level Charli,Charli XCX,Charli,2019,Pop,0:02:37,25
97,pink diamond,Charli XCX,how i'm feeling now,2020,Pop,0:02:04,15
98,tolerate it,Taylor Swift,evermore (deluxe version),2020,Alternative,0:04:05,47
99,Know Better,Tinashe,Songs For You,2019,R&B/Soul,0:06:56,53
100,333 (feat. Absolutely),Tinashe,333 (Deluxe),2021,R&B/Soul,0:03:01,12
