Position,Name,Artist,Album,Year,Genre,Time,Plays
1,Beg For You (feat. Rina Sawayama),Charli XCX,CRASH,2022,Pop,0:02:48,117
2,Your Best American Girl,Mitski,Puberty 2,2016,Indie Rock,0:03:32,172
3,Love Me More,Mitski,Laurel Hell,2022,Alternative,0:03:32,133
4,IN A DREAM,Troye Sivan,In A Dream (2020) - EP,2020,Pop,0:03:49,44
5,New Shapes (feat. Caroline Polachek & Christine and the Queens),Charli XCX,CRASH,2021,Pop,0:03:20,62
6,A Burning Hill,Mitski,Puberty 2,2016,Indie Rock,0:01:49,153
7,Working for the Knife,Mitski,Laurel Hell,2021,Alternative,0:02:38,58
8,I Can See the Future,Tinashe,333 (Deluxe),2021,R&B/Soul,0:02:56,35
9,Tears (feat. Caroline Polachek),Charli XCX,Pop 2,2017,Pop,0:04:13,73
10,Baby,Charli XCX,CRASH,2022,Pop,0:02:39,161
11,Heat Lightning,Mitski,Laurel Hell,2021,Alternative,0:02:51,55
12,I Bet on Losing Dogs,Mitski,Puberty 2,2016,Indie Rock,0:02:50,48
13,Constant Repeat,Charli XCX,CRASH,2022,Pop,0:03:09,88
14,detonate,Charli XCX,how i'm feeling now,2020,Pop,0:03:39,91
15,Used To Know Me,Charli XCX,CRASH,2022,Pop,0:02:25,104
16,Dancing On My Own,Robyn,"Body Talk, Pt. 1",2010,Electronic,0:04:45,85
17,Summer Girl (Bonus Track),HAIM,Women In Music Pt. III (Expanded Edition),2019,Alternative,0:03:25,60
18,claws,Charli XCX,how i'm feeling now,2020,Pop,0:02:29,83
19,Good Ones,Charli XCX,CRASH,2021,Pop,0:02:16,76
20,Thursday Girl,Mitski,Puberty 2,2016,Indie Rock,0:03:08,57
21,Crack Baby,Mitski,Puberty 2,2016,Indie Rock,0:04:52,32
22,forever,Charli XCX,how i'm feeling now,2020,Pop,0:04:03,52
23,Silver Cross,Charli XCX,Charli,2019,Pop,0:03:28,59
24,Happy,Mitski,Puberty 2,2016,Indie Rock,0:03:40,25
25,Lightning,Charli XCX,CRASH,2022,Pop,0:03:57,86
26,X (feat. Jeremih),Tinashe,333,2021,R&B/Soul,0:02:51,
27,Pristine,Snail Mail,Lush,2018,Alternative,0:04:55,43
28,Crash,Charli XCX,CRASH,2022,Pop,0:02:09,54
29,Warm Blood,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:04:13,65
30,Yuck,Charli XCX,CRASH,2022,Pop,0:02:18,62
31,Let Me Down Slowly,Tinashe,333 (Deluxe),2021,R&B/Soul,0:03:05,19
32,Used to This,Camila Cabello,Romance,2019,Pop,0:03:30,120
33,I Will,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:54,44
34,How Can I Not Know What I Need Right Now,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:37,36
35,Impossible,Clairo,Immunity,2019,Alternative,0:03:50,81
36,The Sound,Carly Rae Jepsen,Dedicated,2019,Pop,0:02:51,170
37,Click (feat. Kim Petras & Tommy Cash),Charli XCX,Charli,2019,Pop,0:03:53,33
38,Let’s Get Lost,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:13,58
39,Undo (Back To My Heart),Tinashe & Wax Motif,333 (Deluxe),2021,R&B/Soul,0:03:17,25
40,You Right (Extended),Doja Cat & The Weeknd,Planet Her (Deluxe),2021,Pop,0:04:06,72
41,The Only Heartbreaker,Mitski,Laurel Hell,2021,Alternative,0:03:04,37
42,7 years,Charli XCX,how i'm feeling now,2020,Pop,0:03:15,18
43,I Didn’t Just Come Here To Dance,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:39,31
44,Gimmie Love,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:22,29
45,Selfish Girl,Charli XCX,CRASH (Deluxe),2022,Pop,0:03:14,27
46,My Body's Made of Crushed Little Stars,Mitski,Puberty 2,2016,Indie Rock,0:01:56,28
47,Move Me,Charli XCX,CRASH,2022,Pop,0:02:27,40
48,Love in the Dark,Adele,25,2015,Pop,0:04:45,91
49,Every Rule,Charli XCX,CRASH,2022,Pop,0:03:03,38
50,Your Type,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:19,46
51,I Don't Wanna Know,Charli XCX,Charli,2019,Pop,0:03:05,16
52,Norman f*****g Rockwell,Lana Del Rey,Norman F*****g Rockwell!,2019,Alternative,0:04:08,101
53,Backseat (feat. Carly Rae Jepsen),Charli XCX,Pop 2,2017,Pop,0:03:58,89
54,Twice,Charli XCX,CRASH,2022,Pop,0:03:14,56
55,Cherry,Lana Del Rey,Lust for Life,2017,Alternative,0:03:00,121
56,Francis Forever,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:29,36
57,Fireworks,Mitski,Puberty 2,2016,Indie Rock,0:02:37,21
58,Dan the Dancer,Mitski,Puberty 2,2016,Indie Rock,0:02:25,15
59,Cry for You,September,September,2006,Dance,0:03:28,35
60,Naturally,Tinashe,Naturally - Single,2022,R&B/Soul,0:03:14,
61,Watercolor Eyes (From “Euphoria” An Original HBO Series),Lana Del Rey,Watercolor Eyes (From “Euphoria” An Original HBO Series) - Single,2022,Soundtrack,0:03:31,56
62,Gone,Charli XCX & Christine and the Queens,Charli,2019,Pop,0:04:06,117
63,Cross You Out (feat. Sky Ferreira),Charli XCX,Charli,2019,Pop,0:03:28,36
64,Never Get to Hold You (Bonus Track),Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:04:13,87
65,Making The Most Of The Night,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:58,30
66,What You Think About Me,Charli XCX,CRASH (Deluxe),2022,Pop,0:03:04,29
67,Cruel,The Aces,Under My Influence,2020,Alternative,0:03:15,111
68,Texas Reznikoff,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:12,26
69,i finally understand,Charli XCX,how i'm feeling now,2020,Pop,0:02:31,22
70,Honeymoon,Lana Del Rey,Honeymoon,2015,Alternative,0:05:50,82
71,Washing Machine Heart,Mitski,Be the Cowboy,2018,Indie Rock,0:02:08,80
72,The Chase,Tinashe,333 (Deluxe),2021,R&B/Soul,0:03:11,16
73,Sorry if I Hurt You,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:41,27
74,STUD,Troye Sivan,In A Dream (2020) - EP,2020,Pop,0:03:29,16
75,Once More to See You,Mitski,Puberty 2,2016,Indie Rock,0:03:00,13
76,tolerate it,Taylor Swift,evermore (deluxe version),2020,Alternative,0:04:05,49
77,Don't Wanna,HAIM,Women In Music Pt. III (Expanded Edition),2020,Alternative,0:03:21,6
78,listen before i go,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019,Alternative,0:04:02,80
79,Breathe On Me,Britney Spears,In the Zone,2003,Pop,0:03:43,175
80,anthems,Charli XCX,how i'm feeling now,2020,Pop,0:02:51,16
81,Felt This Way,Carly Rae Jepsen,Dedicated Side B,2020,Pop,0:03:37,76
82,party 4 u,Charli XCX,how i'm feeling now,2020,Pop,0:04:56,18
83,Hurricane,Halsey,BADLANDS (Deluxe Edition),2014,Alternative,0:03:43,50
84,Angels (feat. Kaash Paige),Tinashe,333 (Deluxe),2021,R&B/Soul,0:02:49,14
85,Love Again (Bonus Track),Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:35,59
86,LA Hallucinations,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:04,28
87,Woke Up Blessed,Tinashe,333 (Deluxe),2021,R&B/Soul,0:03:32,13
88,pete davidson,Ariana Grande,Sweetener,2018,Pop,0:01:13,33
89,Amoeba,Clairo,Sling,2021,Alternative,0:03:48,50
90,Last Call,Tinashe,333 (Deluxe),2021,R&B/Soul,0:03:40,8
91,Em Đây Chẳng Phải Thúy Kiều,Hoàng Thùy Linh,Hoàng,2019,Pop,0:03:34,83
92,A Loving Feeling,Mitski,Puberty 2,2016,Indie Rock,0:01:32,25
93,Space Cowboy,Kacey Musgraves,Golden Hour,2018,Country,0:03:36,78
94,White Mustang,Lana Del Rey,Lust for Life,2017,Alternative,0:02:44,186
95,enemy,Charli XCX,how i'm feeling now,2020,Pop,0:03:42,15
96,Sofia,Clairo,Immunity,2019,Alternative,0:03:08,232
97,Take Yourself Home,Troye Sivan,In A Dream (2020) - EP,2020,Pop,0:04:09,16
98,Next Level Charli,Charli XCX,Charli,2019,Pop,0:02:37,37
99,First Love / Late Spring,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:04:38,82
100,"I Got It (feat. Brooke Candy, CupcakKe and Pabllo Vittar)",Charli XCX,Pop 2,2017,Pop,0:03:51,33
