Position,Name,Artist,Album,Year,Genre,Time,Plays
1,Love Me More,Mitski,Laurel Hell,2022,Alternative,0:03:32,163
2,Summer Girl (Bonus Track),HAIM,"Women In Music, Pt. III (Expanded Edition)",2019,Alternative,0:03:25,110
3,Constant Repeat,Charli XCX,CRASH,2022,Pop,0:03:09,147
4,Dancing On My Own,Robyn,"Body Talk, Pt. 1",2010,Electronic,0:04:45,93
5,Used To Know Me,Charli XCX,CRASH,2022,Pop,0:02:25,138
6,Used to This,Camila Cabello,Romance,2019,Pop,0:03:30,136
7,Yuck,Charli XCX,CRASH,2022,Pop,0:02:18,131
8,Baby,Charli XCX,CRASH,2022,Pop,0:02:39,169
9,Hold Me Closer,Elton John & Britney Spears,Hold Me Closer - Single,2017,Pop,0:03:22,120
10,Your Best American Girl,Mitski,Puberty 2,2016,Indie Rock,0:03:32,218
11,Beg For You (feat. Rina Sawayama),Charli XCX,CRASH,2022,Pop,0:02:48,125
12,Shooting Star,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:19,119
13,claws,Charli XCX,how i'm feeling now,2020,Pop,0:02:29,117
14,Tears (feat. Caroline Polachek),Charli XCX,Pop 2,2017,Pop,0:04:13,108
15,Lightning,Charli XCX,CRASH,2022,Pop,0:03:57,108
16,detonate,Charli XCX,how i'm feeling now,2020,Pop,0:03:39,101
17,Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2022,Pop,0:04:45,147
18,Sidelines,Phoebe Bridgers,Sidelines - Single,2022,Alternative,0:04:24,121
19,White Mustang,Lana Del Rey,Lust for Life,2017,Alternative,0:02:44,266
20,A Burning Hill,Mitski,Puberty 2,2016,Indie Rock,0:01:49,193
21,In Your Eyes,Jessie Ware,What's Your Pleasure? (The Platinum Pleasure Edition),2020,Pop,0:04:58,103
22,The Sound,Carly Rae Jepsen,Dedicated,2019,Pop,0:02:51,202
23,3 AM,HAIM,"Women In Music, Pt. III (Expanded Edition)",2020,Alternative,0:03:10,54
24,Cry,Carly Rae Jepsen,E•MO•TION: Side B,2016,Pop,0:03:56,159
25,Anti-Hero,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:20,92
26,Midnight Rain,Taylor Swift,Midnights (3am Edition),2022,Pop,0:02:54,72
27,Phải Lòng Anh (Dream Ver.),MIN,50/50,2022,Pop,0:03:54,103
28,I Know Alone,HAIM,"Women In Music, Pt. III (Expanded Edition)",2020,Alternative,0:03:46,109
29,Western Wind,Carly Rae Jepsen,Western Wind - Single,2022,Pop,0:03:45,
30,Within,Bcalm & Hoogway,Elements,2021,Old School Rap,0:02:43,
31,This Hell,Rina Sawayama,Hold The Girl,2022,Alternative,0:03:56,86
32,could cry just thinkin about you (Full Version),Troye Sivan,could cry just thinkin about you (Full Version) - Single,2021,Pop,0:02:38,103
33,honey,Halsey,"If I Can’t Have Love, I Want Power",2021,Alternative,0:02:53,105
34,I Will,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:54,81
35,angel,Kacey Musgraves,star-crossed,2021,Country,0:02:19,65
36,Good Ones,Charli XCX,CRASH,2021,Pop,0:02:16,86
37,Grapefruit,Tove Lo,Dirt Femme,2022,Pop,0:03:51,93
38,Quiet,Camila Cabello,Familia,2022,Pop,0:02:43,86
39,Andromeda,Weyes Blood,Titanic Rising,2019,Alternative,0:04:40,80
40,Catch Me In The Air,Rina Sawayama,Hold The Girl,2022,Alternative,0:03:35,84
41,Superlove,Tinashe,Superlove - Single,2016,Pop,0:03:03,94
42,Angels (feat. Kaash Paige),Tinashe,333 (Deluxe),2021,R&B/Soul,0:02:49,88
43,So Nice,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:39,92
44,Now I'm In It (Bonus Track),HAIM,Women In Music Pt. III (Expanded Edition),2019,Alternative,0:03:24,65
45,Sofia,Clairo,Immunity,2019,Alternative,0:03:08,255
46,Boys,Sky Ferreira,"Night Time, My Time",2013,Pop,0:04:40,74
47,Go Find Yourself or Whatever,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:04:44,72
48,Holy (Til You Let Me Go),Rina Sawayama,Hold The Girl,2022,Alternative,0:03:19,74
49,I Can See the Future,Tinashe,333 (Deluxe),2021,R&B/Soul,0:02:56,43
50,Beach House,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:02:29,77
51,Minor Feelings,Rina Sawayama,Hold The Girl,2022,Alternative,0:02:00,77
52,tolerate it,Taylor Swift,evermore (deluxe version),2020,Alternative,0:04:05,76
53,IN A DREAM,Troye Sivan,In A Dream (2020) - EP,2020,Pop,0:03:49,58
54,Bunny Is A Rider,Caroline Polachek,"Desire, I Want To Turn Into You",2021,Indie Pop,0:03:17,37
55,Anxious (Bonus Track),Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:02:57,113
56,How Can I Not Know What I Need Right Now,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:37,73
57,Labyrinth,Taylor Swift,Midnights (3am Edition),2022,Pop,0:04:07,95
58,Silver Cross,Charli XCX,Charli,2019,Pop,0:03:28,79
59,Surrender My Heart,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:02:48,75
60,Adore You,Jessie Ware,What's Your Pleasure? (The Platinum Pleasure Edition),2019,Pop,0:03:45,71
61,Porsche (feat. MØ),Charli XCX,Pop 2,2017,Pop,0:03:26,98
62,Cruel,The Aces,Under My Influence,2020,Alternative,0:03:15,182
63,Twice,Charli XCX,CRASH,2022,Pop,0:03:14,69
64,Crash,Charli XCX,CRASH,2022,Pop,0:02:09,75
65,Washing Machine Heart,Mitski,Be the Cowboy,2018,Indie Rock,0:02:08,105
66,cowboy like me,Taylor Swift,evermore (deluxe version),2020,Alternative,0:04:35,63
67,American Teenager,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:04:18,69
68,Bejeweled,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:14,79
69,Lucky,Charli XCX,Pop 2,2017,Pop,0:03:35,115
70,PURE/HONEY,Beyoncé,RENAISSANCE,2022,Pop,0:04:48,69
71,Warm Blood,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:04:13,80
72,Into It,Camila Cabello,Camila,2018,Pop,0:02:55,115
73,A House In Nebraska,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:07:46,65
74,Sweet Nothing,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:08,88
75,Lúc Thấy Lúc Không,Hoàng Thùy Linh,LINK,2022,Pop,0:02:53,87
76,Party for One,Carly Rae Jepsen,Dedicated,2018,Pop,0:03:03,82
77,Pristine,Snail Mail,Lush,2018,Alternative,0:04:55,64
78,Little of Your Love,HAIM,Something To Tell You,2017,Alternative,0:03:33,64
79,Let Me Love You (feat. Lil Wayne),Ariana Grande,Dangerous Woman,2016,Pop,0:03:43,79
80,New Shapes (feat. Caroline Polachek & Christine and the Queens),Charli XCX,CRASH,2021,Pop,0:03:20,70
81,Scott Street,Phoebe Bridgers,Stranger in the Alps,2017,Alternative,0:05:05,89
82,Snow On The Beach (feat. Lana Del Rey),Taylor Swift,Midnights (3am Edition),2022,Pop,0:04:16,58
83,Maroon,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:38,60
84,X (feat. Jeremih),Tinashe,333,2021,R&B/Soul,0:02:51,
85,Track 10,Charli XCX,Pop 2,2017,Pop,0:05:26,64
86,Supercut,Lorde,Melodrama,2017,Alternative,0:04:37,98
87,Bad Thing Twice,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:13,61
88,Sometimes,Britney Spears,...Baby One More Time (Deluxe Version),1999,Pop,0:04:05,109
89,Undo (Back To My Heart),Tinashe & Wax Motif,333 (Deluxe),2021,R&B/Soul,0:03:17,39
90,Let’s Get Lost,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:13,71
91,ICU,Phoebe Bridgers,Punisher,2020,Alternative,0:03:10,114
92,listen before i go,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019,Alternative,0:04:02,91
93,Em Đây Chẳng Phải Thúy Kiều,Hoàng Thùy Linh,Hoàng,2019,Pop,0:03:34,93
94,Karma,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:24,58
95,everytime,Ariana Grande,Sweetener,2018,Pop,0:02:52,62
96,Hurricanes,Rina Sawayama,Hold The Girl,2022,Alternative,0:03:22,59
97,"You're On Your Own, Kid",Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:14,59
98,this is me trying,Taylor Swift,folklore (deluxe version),2020,Alternative,0:03:15,58
99,Bends,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:15,58
100,Something's Gotta Give,Camila Cabello,Camila,2018,Pop,0:03:56,107
