Position,Name,Artist,Album,Year,Genre,Time,Plays
1,Your Best American Girl,Mitski,Puberty 2,2016,Indie Rock,0:03:32,168
2,Love Me More,Mitski,Laurel Hell,2022,Alternative,0:03:32,132
3,Working for the Knife,Mitski,Laurel Hell,2021,Alternative,0:02:38,57
4,Tears (feat. Caroline Polachek),Charli XCX,Pop 2,2017,Pop,0:04:13,69
5,Heat Lightning,Mitski,Laurel Hell,2021,Alternative,0:02:51,52
6,I Bet on Losing Dogs,Mitski,Puberty 2,2016,Indie Rock,0:02:50,47
7,IN A DREAM,Troye Sivan,In A Dream (2020) - EP,2020,Pop,0:03:49,22
8,A Burning Hill,Mitski,Puberty 2,2016,Indie Rock,0:01:49,128
9,detonate,Charli XCX,how i'm feeling now,2020,Pop,0:03:39,89
10,Thursday Girl,Mitski,Puberty 2,2016,Indie Rock,0:03:08,55
11,I Can See the Future,Tinashe,333,2021,R&B/Soul,0:02:56,
12,claws,Charli XCX,how i'm feeling now,2020,Pop,0:02:29,81
13,Dancing On My Own,Robyn,"Body Talk, Pt. 1",2010,Electronic,0:04:45,72
14,Beg For You (feat. Rina Sawayama),Charli XCX,CRASH,2022,Pop,0:02:48,90
15,Happy,Mitski,Puberty 2,2016,Indie Rock,0:03:40,16
16,forever,Charli XCX,how i'm feeling now,2020,Pop,0:04:03,50
17,Crack Baby,Mitski,Puberty 2,2016,Indie Rock,0:04:52,26
18,7 years,Charli XCX,how i'm feeling now,2020,Pop,0:03:15,17
19,X (feat. Jeremih),Tinashe,333,2021,R&B/Soul,0:02:51,
20,Watercolor Eyes (From “Euphoria” An Original HBO Series),Lana Del Rey,Watercolor Eyes (From “Euphoria” An Original HBO Series) - Single,2022,Soundtrack,0:03:31,56
21,Gone,Charli XCX & Christine and the Queens,Charli,2019,Pop,0:04:06,117
22,Pristine,Snail Mail,Lush,2018,Alternative,0:04:55,37
23,Cross You Out (feat. Sky Ferreira),Charli XCX,Charli,2019,Pop,0:03:28,35
24,Fireworks,Mitski,Puberty 2,2016,Indie Rock,0:02:37,20
25,Cherry,Lana Del Rey,Lust for Life,2017,Alternative,0:03:00,120
26,Baby,Charli XCX,CRASH,2022,Pop,0:02:39,137
27,Impossible,Clairo,Immunity,2019,Alternative,0:03:50,75
28,The Only Heartbreaker,Mitski,Laurel Hell,2021,Alternative,0:03:04,35
29,Dan the Dancer,Mitski,Puberty 2,2016,Indie Rock,0:02:25,13
30,I Don't Wanna Know,Charli XCX,Charli,2019,Pop,0:03:05,14
31,Norman f*****g Rockwell,Lana Del Rey,Norman F*****g Rockwell!,2019,Alternative,0:04:08,99
32,Thoughts,Charli XCX,Charli,2019,Pop,0:03:11,19
33,New Shapes (feat. Caroline Polachek & Christine and the Queens),Charli XCX,CRASH,2021,Pop,0:03:20,38
34,Click (feat. Kim Petras & Tommy Cash),Charli XCX,Charli,2019,Pop,0:03:53,29
35,White Mercedes,Charli XCX,Charli,2019,Pop,0:03:23,31
36,i finally understand,Charli XCX,how i'm feeling now,2020,Pop,0:02:31,21
37,Once More to See You,Mitski,Puberty 2,2016,Indie Rock,0:03:00,11
38,I Will,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:54,36
39,10/10,Troye Sivan,In A Dream (2020) - EP,2020,Pop,0:03:06,17
40,There's Too Much Love,Belle and Sebastian,Fold Your Hands Child You Walk Like a Peasant,2000,Alternative,0:03:27,18
41,Naturally,Tinashe,Naturally - Single,2022,R&B/Soul,0:03:14,
42,February 2017 (feat. Clairo & Yaeji),Charli XCX,Charli,2019,Pop,0:02:33,27
