Position,Name,Artist,Album,Year,Genre,Time,Plays
1,Your Best American Girl,Mitski,Puberty 2,2016,Indie Rock,0:03:32,213
2,claws,Charli XCX,how i'm feeling now,2020,Pop,0:02:29,114
3,Used To Know Me,Charli XCX,CRASH,2022,Pop,0:02:25,132
4,Dancing On My Own,Robyn,"Body Talk, Pt. 1",2010,Electronic,0:04:45,91
5,IN A DREAM,Troye Sivan,In A Dream (2020) - EP,2020,Pop,0:03:49,57
6,A Burning Hill,Mitski,Puberty 2,2016,Indie Rock,0:01:49,178
7,Constant Repeat,Charli XCX,CRASH,2022,Pop,0:03:09,103
8,Beg For You (feat. Rina Sawayama),Charli XCX,CRASH,2022,Pop,0:02:48,122
9,I Bet on Losing Dogs,Mitski,Puberty 2,2016,Indie Rock,0:02:50,60
10,Tears (feat. Caroline Polachek),Charli XCX,Pop 2,2017,Pop,0:04:13,102
11,Love Me More,Mitski,Laurel Hell,2022,Alternative,0:03:32,138
12,Lightning,Charli XCX,CRASH,2022,Pop,0:03:57,107
13,Working for the Knife,Mitski,Laurel Hell,2021,Alternative,0:02:38,61
14,Baby,Charli XCX,CRASH,2022,Pop,0:02:39,168
15,New Shapes (feat. Caroline Polachek & Christine and the Queens),Charli XCX,CRASH,2021,Pop,0:03:20,68
16,I Will,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:54,75
17,Silver Cross,Charli XCX,Charli,2019,Pop,0:03:28,76
18,Heat Lightning,Mitski,Laurel Hell,2021,Alternative,0:02:51,61
19,Warm Blood,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:04:13,76
20,Summer Girl (Bonus Track),HAIM,"Women In Music, Pt. III (Expanded Edition)",2019,Alternative,0:03:25,95
21,Happy,Mitski,Puberty 2,2016,Indie Rock,0:03:40,35
22,I Can See the Future,Tinashe,333 (Deluxe),2021,R&B/Soul,0:02:56,39
23,detonate,Charli XCX,how i'm feeling now,2020,Pop,0:03:39,97
24,Thursday Girl,Mitski,Puberty 2,2016,Indie Rock,0:03:08,65
25,In Your Eyes,Jessie Ware,What's Your Pleasure? (The Platinum Pleasure Edition),2020,Pop,0:04:58,100
26,Yuck,Charli XCX,CRASH,2022,Pop,0:02:18,127
27,The Sound,Carly Rae Jepsen,Dedicated,2019,Pop,0:02:51,182
28,Move Me,Charli XCX,CRASH,2022,Pop,0:02:27,52
29,White Mustang,Lana Del Rey,Lust for Life,2017,Alternative,0:02:44,246
30,X (feat. Jeremih),Tinashe,333 (Deluxe),2021,R&B/Soul,0:02:51,21
31,Let’s Get Lost,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:13,67
32,I Know Alone,HAIM,"Women In Music, Pt. III (Expanded Edition)",2020,Alternative,0:03:46,105
33,Now I'm In It (Bonus Track),HAIM,Women In Music Pt. III (Expanded Edition),2019,Alternative,0:03:24,59
34,Good Ones,Charli XCX,CRASH,2021,Pop,0:02:16,80
35,Sofia,Clairo,Immunity,2019,Alternative,0:03:08,251
36,Crack Baby,Mitski,Puberty 2,2016,Indie Rock,0:04:52,38
37,Crash,Charli XCX,CRASH,2022,Pop,0:02:09,64
38,forever,Charli XCX,how i'm feeling now,2020,Pop,0:04:03,55
39,Washing Machine Heart,Mitski,Be the Cowboy,2018,Indie Rock,0:02:08,99
40,Alewife,Clairo,Immunity,2019,Alternative,0:03:33,138
41,The Chase,Tinashe,333 (Deluxe),2021,R&B/Soul,0:03:11,30
42,Texas Reznikoff,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:12,34
43,Honeymoon,Lana Del Rey,Honeymoon,2015,Alternative,0:05:50,91
44,Porsche (feat. MØ),Charli XCX,Pop 2,2017,Pop,0:03:26,97
45,How Can I Not Know What I Need Right Now,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:37,71
46,Twice,Charli XCX,CRASH,2022,Pop,0:03:14,63
47,Angels (feat. Kaash Paige),Tinashe,333 (Deluxe),2021,R&B/Soul,0:02:49,86
48,Cry,Carly Rae Jepsen,E•MO•TION: Side B,2016,Pop,0:03:56,144
49,Every Rule,Charli XCX,CRASH,2022,Pop,0:03:03,45
50,party 4 u,Charli XCX,how i'm feeling now,2020,Pop,0:04:56,35
51,Perfect Places,Lorde,Melodrama,2017,Alternative,0:03:41,159
52,Selfish Girl,Charli XCX,CRASH (Deluxe),2022,Pop,0:03:14,43
53,drivers license,Olivia Rodrigo,SOUR,2021,Pop,0:04:02,139
54,State Of Grace (Taylor's Version),Taylor Swift,Red (Taylor’s Version) (+ A Message From Taylor),2021,Pop,0:04:55,61
55,Party for One,Carly Rae Jepsen,Dedicated,2018,Pop,0:03:03,77
56,Quiet,Camila Cabello,Familia,2022,Pop,0:02:43,67
57,Undo (Back To My Heart),Tinashe & Wax Motif,333 (Deluxe),2021,R&B/Soul,0:03:17,31
58,Pristine,Snail Mail,Lush,2018,Alternative,0:04:55,46
59,Once More to See You,Mitski,Puberty 2,2016,Indie Rock,0:03:00,34
60,Thoughts,Charli XCX,Charli,2019,Pop,0:03:11,54
61,Used to This,Camila Cabello,Romance,2019,Pop,0:03:30,125
62,Green Light,Lorde,Melodrama,2017,Alternative,0:03:54,121
63,Norman f*****g Rockwell,Lana Del Rey,Norman F*****g Rockwell!,2019,Alternative,0:04:08,106
64,Never Get to Hold You (Bonus Track),Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:04:13,94
65,Gimmie Love,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:22,34
66,Breathe on Me,Britney Spears,In The Zone,2003,Pop,0:03:43,182
67,If You Lie Down With Me,Lana Del Rey,Blue Banisters,2021,Alternative,0:04:25,90
68,everytime,Ariana Grande,Sweetener,2018,Pop,0:02:52,59
69,Western Wind,Carly Rae Jepsen,Western Wind - Single,2022,Pop,0:03:45,
70,7 years,Charli XCX,how i'm feeling now,2020,Pop,0:03:15,24
71,King of My Heart,Taylor Swift,reputation,2017,Pop,0:03:34,102
72,Sorry if I Hurt You,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:41,35
73,Francis Forever,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:29,43
74,Love in the Dark,Adele,25,2015,Pop,0:04:45,96
75,Click (feat. Kim Petras & Tommy Cash),Charli XCX,Charli,2019,Pop,0:03:53,37
76,I Didn’t Just Come Here To Dance,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:39,35
77,This Hell,Rina Sawayama,Hold The Girl,2022,Alternative,0:03:56,74
78,The Only Heartbreaker,Mitski,Laurel Hell,2021,Alternative,0:03:04,41
79,Bags,Clairo,Immunity,2019,Alternative,0:04:20,143
80,listen before i go,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019,Alternative,0:04:02,87
81,Cherry,Lana Del Rey,Lust for Life,2017,Alternative,0:03:00,126
82,Gone,Charli XCX & Christine and the Queens,Charli,2019,Pop,0:04:06,120
83,Fireworks,Mitski,Puberty 2,2016,Indie Rock,0:02:37,27
84,Cross You Out (feat. Sky Ferreira),Charli XCX,Charli,2019,Pop,0:03:28,42
85,Dan the Dancer,Mitski,Puberty 2,2016,Indie Rock,0:02:25,20
86,I Don't Wanna Know,Charli XCX,Charli,2019,Pop,0:03:05,22
87,Impossible,Clairo,Immunity,2019,Alternative,0:03:50,84
