Position,Name,Artist,Album,Year,Genre,Time,Plays
1,hey you got drugs?,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:04:18,75
2,American Teenager,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:04:18,191
3,Human Being (feat. Zhala),Robyn,Honey,2018,Pop,0:03:46,56
4,I’m to Blame,Tove Lo,Dirt Femme,2022,Pop,0:03:20,41
5,Love On Top,Beyoncé,4 (Expanded Edition),2011,Pop,0:04:27,56
6,Honey,Robyn,Honey,2018,Pop,0:04:54,38
7,sao anh không hiểu?,Phùng Khánh Linh,yesteryear (deluxe),2020,Pop,0:03:20,57
8,stranger,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:54,31
9,Holy (Til You Let Me Go),Rina Sawayama,Hold The Girl,2022,Alternative,0:03:19,106
10,Smoke Signals,Phoebe Bridgers,Stranger in the Alps,2017,Alternative,0:05:24,43
11,Boys Like You,ITZY,Boys Like You - Single,2022,Pop,0:03:43,30
12,Shadow,Britney Spears,In the Zone,2003,Pop,0:03:44,151
13,Emotion,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:17,72
14,The Happiest Girl,BLACKPINK,BORN PINK,2022,K-Pop,0:03:42,27
15,Frankenstein,Rina Sawayama,Hold The Girl,2022,Alternative,0:03:12,28
16,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,Red (Taylor's Version) [Video Deluxe],2021,Pop,0:04:44,27
17,Cát Bụi,Hồng Nhung & Quang Dũng,Có Đâu Bao Giờ,2009,Asia,0:04:58,
18,King of My Heart,Taylor Swift,reputation,2017,Pop,0:03:34,123
19,THIQUE,Beyoncé,RENAISSANCE,2022,Pop,0:04:04,41
20,Heat Lightning,Mitski,Laurel Hell,2021,Alternative,0:02:51,82
21,Ngày Chưa Giông Bão,Bùi Lan Hương,Ngày Chưa Giông Bão (OST Người Bất Tử) - Single,2018,Pop,0:03:32,24
22,Midnight Rain,Taylor Swift,Midnights (3am Edition),2022,Pop,0:02:54,85
23,Sun Bleached Flies,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:07:36,15
24,Paris,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:16,40
25,Break the Ice,Britney Spears,Blackout,2007,Pop,0:03:16,230
26,brutal,Olivia Rodrigo,SOUR,2021,Pop,0:02:23,125
27,Mirror Forever,Weyes Blood,Titanic Rising,2019,Alternative,0:05:05,17
28,CHURCH GIRL,Beyoncé,RENAISSANCE,2022,Pop,0:03:44,18
29,Ever Again,Robyn,Honey,2018,Pop,0:04:24,11
30,See Tình,Hoàng Thùy Linh,LINK,2022,Pop,0:03:05,20
31,Vigilante Shit,Taylor Swift,Midnights (3am Edition),2022,Pop,0:02:44,34
32,Your Age,Rina Sawayama,Hold The Girl,2022,Alternative,0:02:54,57
33,Tally,BLACKPINK,BORN PINK,2022,K-Pop,0:03:04,32
34,Bad Thing Twice,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:13,69
35,All the Time,Zara Larsson,All the Time - Single,2019,Pop,0:03:48,74
36,Bắt Vía (feat. Wren Evans & Mew Amazing),Hoàng Thùy Linh,LINK,2022,Pop,0:03:24,32
37,Love Me Like You,Little Mix,Get Weird (Deluxe Edition),2015,Pop,0:03:17,45
38,ghostin,Ariana Grande,"thank u, next",2019,Pop,0:04:31,112
39,successful,Ariana Grande,Sweetener,2018,Pop,0:03:47,16
