Position,Name,Artist,Album,Year,Genre,Time,Plays
1,hey you got drugs?,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:04:18,75
2,American Teenager,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:04:18,191
3,Human Being (feat. Zhala),Robyn,Honey,2018,Pop,0:03:46,58
4,Yuck,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:18,54
5,Love On Top,Beyoncé,4 (Expanded Edition),2011,Pop,0:04:27,56
6,I’m to Blame,Tove Lo,Dirt Femme,2022,Pop,0:03:20,49
7,Honey,Robyn,Honey,2018,Pop,0:04:54,38
8,sao anh không hiểu?,Phùng Khánh Linh,yesteryear (deluxe),2020,Pop,0:03:20,57
9,stranger,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:54,35
10,Bloom,Troye Sivan,Bloom,2018,Pop,0:03:42,102
11,Holy (Til You Let Me Go),Rina Sawayama,Hold The Girl,2022,Alternative,0:03:19,107
12,Baby,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:39,22
13,Smoke Signals,Phoebe Bridgers,Stranger in the Alps,2017,Alternative,0:05:24,43
14,Boys Like You,ITZY,Boys Like You - Single,2022,Pop,0:03:43,45
15,Shadow,Britney Spears,In the Zone,2003,Pop,0:03:44,151
16,Emotion,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:17,72
17,Paris,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:16,40
18,The Happiest Girl,BLACKPINK,BORN PINK,2022,K-Pop,0:03:42,27
19,Constant Repeat,Charli XCX,CRASH (Deluxe),2022,Pop,0:03:09,22
20,Good Ones,Charli XCX,CRASH (Deluxe),2021,Pop,0:02:16,21
21,Frankenstein,Rina Sawayama,Hold The Girl,2022,Alternative,0:03:12,28
22,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,Red (Taylor's Version) [Video Deluxe],2021,Pop,0:04:44,27
23,Karma,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:24,75
24,Move Me,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:27,18
25,Cát Bụi,Hồng Nhung & Quang Dũng,Có Đâu Bao Giờ,2009,Asia,0:04:58,
26,THIQUE,Beyoncé,RENAISSANCE,2022,Pop,0:04:04,41
27,King of My Heart,Taylor Swift,reputation,2017,Pop,0:03:34,125
28,Heat Lightning,Mitski,Laurel Hell,2021,Alternative,0:02:51,82
29,Sun Bleached Flies,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:07:36,15
30,Ngày Chưa Giông Bão,Bùi Lan Hương,Ngày Chưa Giông Bão (OST Người Bất Tử) - Single,2018,Pop,0:03:32,24
31,Midnight Rain,Taylor Swift,Midnights (3am Edition),2022,Pop,0:02:54,85
32,Ever Again,Robyn,Honey,2018,Pop,0:04:24,11
33,Guns and Roses,Lana Del Rey,Ultraviolence (Deluxe),2014,Alternative,0:04:30,46
34,Break the Ice,Britney Spears,Blackout,2007,Pop,0:03:16,230
35,brutal,Olivia Rodrigo,SOUR,2021,Pop,0:02:23,125
36,Mirror Forever,Weyes Blood,Titanic Rising,2019,Alternative,0:05:05,17
37,Lightning,Charli XCX,CRASH (Deluxe),2022,Pop,0:03:57,11
38,CHURCH GIRL,Beyoncé,RENAISSANCE,2022,Pop,0:03:44,19
39,See Tình,Hoàng Thùy Linh,LINK,2022,Pop,0:03:05,20
40,Dear Reader,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:45,38
