Position,Name,Artist,Album,Year,Genre,Time,Plays
20,Peppers (feat. Tommy Genesis),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:08,49
21,Selfish,Britney Spears,Femme Fatale (Deluxe Version),2011,Pop,0:03:43,201
22,Midnight Dreams,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,58
23,Midnight Rain,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:02:54,31
24,honey,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:02:53,59
25,Human Being (feat. Zhala),Robyn,Honey,2018,Pop,0:03:46,65
26,"Paris, Texas (feat. SYML)",Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:03:26,57
27,Unwritten,Natasha Bedingfield,Unwritten,2004,Pop,0:04:19,69
28,I got it bad,Addison Rae,AR - EP,2023,Pop,0:02:52,62
29,Let The Light In (feat. Father John Misty),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:38,46
30,Moments,Tove Lo,Queen of the Clouds (Blueprint Edition),2014,Alternative,0:03:22,54
31,Yuck,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:18,59
32,Margaret (feat. Bleachers),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:39,50
33,Honey,Robyn,Honey,2018,Pop,0:04:54,52
34,Labyrinth,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:04:07,43
35,Taco Truck x VB,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:53,43
36,Bends,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:15,113
37,Rose Colored Lenses,Miley Cyrus,Endless Summer Vacation,2023,Pop,0:03:43,54
38,True Disaster,Tove Lo,Lady Wood,2016,Alternative,0:03:44,49
39,I've Loved You For So Long,The Aces,I've Loved You For So Long,2023,Alternative,0:02:56,
40,Love On Top,Beyoncé,4 (Expanded Edition),2011,Pop,0:04:27,64
41,True Romance,Tove Lo,Dirt Femme (Extended Cut),2022,Dance,0:04:05,9
42,Boys Like You,ITZY,Boys Like You - Single,2022,Pop,0:03:43,58
43,Question...?,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:30,30
44,Shadow,Carly Rae Jepsen,The Loveliest Time,2023,Pop,0:02:49,48
45,Quiet,Camila Cabello,Familia,2022,Pop,0:02:43,139
46,Paris,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:16,
47,Vigilante Shit,Taylor Swift,Midnights (3am Edition),2022,Pop,0:02:44,
48,Gimmie Love,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:22,85
49,I like u,Tove Lo,Dirt Femme (Extended Cut),2023,Pop,0:03:10,26
50,Aeroplanes,Carly Rae Jepsen,The Loveliest Time,2023,Pop,0:03:20,47
51,Intuition,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,46
52,Don't Write Me Off,Hugh Grant,Music and Lyrics,2007,Soundtrack,0:02:30,49
53,Ever Again,Robyn,Honey,2018,Pop,0:04:24,38
54,What Was I Made For?,Billie Eilish,Barbie The Album,2023,Alternative,0:03:42,45
55,sao anh không hiểu?,Phùng Khánh Linh,yesteryear (deluxe),2020,Pop,0:03:20,66
56,Temptation,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:03,41
57,The Grants,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:55,46
58,You asked for this,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:04:25,41
59,Wildest Dreams (Taylor's Version),Taylor Swift,Wildest Dreams (Taylor's Version) - Single,2021,Pop,0:03:40,113
60,bad idea right?,Olivia Rodrigo,GUTS,2023,Pop,0:03:04,41
61,Better Man,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:02:52,43
62,abcdefu,GAYLE,a study of the human experience volume one - EP,2021,Pop,0:02:48,43
63,October,No Spirit,October - Single,2021,Hip-Hop/Rap,0:02:30,
64,Snow On The Beach (feat. Lana Del Rey) [feat. More Lana Del Rey],Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:49,29
65,La Vie En Rose,Lucy Dacus,2019,2019,Alternative,0:02:50,41
66,Grapefruit,Tove Lo,Dirt Femme (Extended Cut),2022,Dance,0:03:51,9
67,the 1,Taylor Swift,folklore (deluxe version),2020,Alternative,0:03:30,56
68,Prom,SZA,Ctrl,2017,R&B/Soul,0:03:16,93
69,Habits (Stay High),Tove Lo,Queen of the Clouds (Blueprint Edition),2013,Alternative,0:03:29,98
70,Kick In The Head,Tove Lo,Dirt Femme (Extended Cut),2022,Dance,0:03:15,23
71,Anti-Hero,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:20,
72,Tattooed Heart,Ariana Grande,Yours Truly,2013,Pop,0:03:14,38
73,Kamikaze,Carly Rae Jepsen,The Loveliest Time,2023,Pop,0:02:59,40
74,Jon Batiste Interlude,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:03:33,36
75,Bloom,Troye Sivan,Bloom,2018,Pop,0:03:42,107
76,Your Type,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:19,98
77,Holy (Til You Let Me Go),Rina Sawayama,Hold The Girl,2022,Alternative,0:03:19,116
78,Karma,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:24,
79,Hot As Ice,Britney Spears,Blackout,2007,Pop,0:03:16,102
80,Emotion,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:17,85
81,Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2022,Pop,0:04:45,185
82,Not Strong Enough,boygenius,the record,2023,Alternative,0:03:54,34
83,Constant Repeat,Charli XCX,CRASH (Deluxe),2022,Pop,0:03:09,35
84,Crash,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:09,36
85,Bad Thing Twice,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:13,91
86,Heat Lightning,Mitski,Laurel Hell,2021,Alternative,0:02:51,99
87,Blue Velvet,Lana Del Rey,Paradise,2012,Alternative,0:02:38,76
88,Angel,PinkPantheress,Barbie The Album,2023,Pop,0:02:03,34
89,Gracious Grind,midnite library,Purposeful Pondering,2023,Hip-Hop/Rap,0:01:37,
90,People disappear here,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:04:07,31
91,Shy Boy,Carly Rae Jepsen,Shy Boy - Single,2023,Pop,0:03:29,
92,Back To December (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),2023,Pop,0:04:54,29
93,Summer Girl (Bonus Track),HAIM,"Women In Music, Pt. III (Expanded Edition)",2019,Alternative,0:03:25,141
94,Sweet Nothing,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:08,
95,bitches,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:02:17,33
96,Em Gái Mưa,Charmy pham,Em Gái Mưa - Single,2017,Pop,0:05:23,28
97,I Wish you Roses,Kali Uchis,Red Moon In Venus,2023,R&B/Soul,0:03:39,28
98,"Sit Still, Look Pretty",Daya,"Sit Still, Look Pretty",2015,Pop,0:03:27,67
99,Easy Lover (feat. Big Sean),Ellie Goulding,Higher Than Heaven (Deluxe),2022,Pop,0:03:35,33
100,Smoke Signals,Phoebe Bridgers,Stranger in the Alps,2017,Alternative,0:05:24,49
