Position,Name,Artist,Album,Year,Genre,Time,Plays
39,Butterflies,Kacey Musgraves,Golden Hour,2018,Country,0:03:39,68
40,Ngày Chưa Giông Bão,Bùi Lan Hương,Ngày Chưa Giông Bão (OST Người Bất Tử) - Single,2018,Pop,0:03:32,26
41,Midnight Rain,Taylor Swift,Midnights (3am Edition),2022,Pop,0:02:54,87
42,Sun Bleached Flies,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:07:36,16
43,Guns and Roses,Lana Del Rey,Ultraviolence (Deluxe),2014,Alternative,0:04:30,46
44,Roses (feat. ROZES),The Chainsmokers,Bouquet - EP,2015,Dance,0:03:45,15
45,Anti-Hero,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:20,107
46,Anxious (Bonus Track),Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:02:57,130
47,Heat Lightning,Mitski,Laurel Hell,2021,Alternative,0:02:51,82
48,Boy's a liar Pt. 2,PinkPantheress & Ice Spice,Boy's a liar Pt. 2 - Single,2023,Pop,0:02:11,16
49,Green Light,Lorde,Melodrama,2017,Alternative,0:03:54,143
50,Break the Ice,Britney Spears,Blackout,2007,Pop,0:03:16,233
51,CHURCH GIRL,Beyoncé,RENAISSANCE,2022,Pop,0:03:44,20
52,Ever Again,Robyn,Honey,2018,Pop,0:04:24,13
53,See Tình,Hoàng Thùy Linh,LINK,2022,Pop,0:03:05,21
54,brutal,Olivia Rodrigo,SOUR,2021,Pop,0:02:23,127
55,Mirror Forever,Weyes Blood,Titanic Rising,2019,Alternative,0:05:05,18
56,Lightning,Charli XCX,CRASH (Deluxe),2022,Pop,0:03:57,12
57,All the Time,Zara Larsson,All the Time - Single,2019,Pop,0:03:48,79
58,Dear Reader,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:45,39
59,Vigilante Shit,Taylor Swift,Midnights (3am Edition),2022,Pop,0:02:44,36
60,Feel Something,Clairo,Immunity,2019,Alternative,0:02:56,49
61,A House In Nebraska,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:07:46,78
62,Tally,BLACKPINK,BORN PINK,2022,K-Pop,0:03:04,34
63,Bad Thing Twice,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:13,71
64,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor's Version) [Video Deluxe],2021,Pop,0:10:13,18
65,People disappear here,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:04:07,11
66,Gimme More,Britney Spears,Blackout,2007,Pop,0:04:11,264
67,Easier than Lying,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:03:26,12
68,Bắt Vía (feat. Wren Evans & Mew Amazing),Hoàng Thùy Linh,LINK,2022,Pop,0:03:24,34
69,Dream of You,Camila Cabello,Romance,2019,Pop,0:03:42,106
70,Flowers,Miley Cyrus,Endless Summer Vacation,2023,Pop,0:03:20,9
71,Your Age,Rina Sawayama,Hold The Girl,2022,Alternative,0:02:54,59
72,Call on Me,Tove Lo & SG Lewis,Dirt Femme,2022,Pop,0:03:16,19
73,Lilith,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:02:47,11
74,Last Words of a Shooting Star,Mitski,Bury Me At Makeout Creek,2014,Alternative,0:02:44,32
75,Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2022,Pop,0:04:45,164
76,ghostin,Ariana Grande,"thank u, next",2019,Pop,0:04:31,114
77,HEATED,Beyoncé,RENAISSANCE,2022,Pop,0:04:20,27
78,Red (Taylor's Version),Taylor Swift,Red (Taylor's Version) [Video Deluxe],2021,Pop,0:03:43,20
79,Fever,Carly Rae Jepsen,E•MO•TION: Side B,2016,Pop,0:03:04,84
80,Love Me Like You,Little Mix,Get Weird (Deluxe Edition),2015,Pop,0:03:17,46
81,Missing U,Robyn,Honey,2018,Pop,0:04:57,10
82,Can't Get You Out of My Head,Kylie Minogue,Fever,2001,Pop,0:03:50,58
83,New Shapes (feat. Christine and the Queens and Caroline Polachek),Charli XCX,CRASH (Deluxe),2021,Pop,0:03:20,9
84,quý cô say xỉn (secret sunday),Phùng Khánh Linh,CITOPIA,2022,Pop,0:03:22,17
85,Lavender Haze,Taylor Swift,Midnights,2022,Pop,0:03:22,
86,1121,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:02:42,9
87,successful,Ariana Grande,Sweetener,2018,Pop,0:03:47,16
88,So Nice,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:39,101
89,căn gác mùa hè (sweet summer),Phùng Khánh Linh,CITOPIA,2022,Pop,0:03:11,11
90,Perfect Day (Chris Lord Alge Mix),Hoku,Legally Blonde (Original Motion Picture Soundtrack),2001,Soundtrack,0:03:26,24
91,Twice,Charli XCX,CRASH (Deluxe),2022,Pop,0:03:14,7
92,Cruel World,Lana Del Rey,Ultraviolence (Deluxe),2014,Alternative,0:06:39,59
93,Ungodly Hour,Chloe x Halle,Ungodly Hour,2020,R&B/Soul,0:04:15,40
94,Ribs,Lorde,Pure Heroine,2013,Alternative,0:04:18,12
95,Nightmare (Reprise),Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:04:05,9
96,Radar,Britney Spears,Blackout,2007,Pop,0:03:49,157
97,Open Season,Josef Salvat,In Your Prime - EP,2014,Pop,0:04:02,29
98,NO,Meghan Trainor,Thank You (Deluxe Version),2016,Pop,0:03:33,8
99,Golden Hour,Kacey Musgraves,Golden Hour,2018,Country,0:03:18,19
100,Between the Lines,Robyn,Honey,2018,Pop,0:04:05,5
