Position,Name,Artist,Album,Year,Genre,Time,Plays
1,hey you got drugs?,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:04:18,94
2,A&W,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:07:13,75
3,Candy Necklace (feat. Jon Batiste),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:14,60
4,Just For You,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:06,75
5,Fingertips,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:48,53
6,River,Miley Cyrus,Endless Summer Vacation,2023,Pop,0:02:42,69
7,American Teenager,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:04:18,200
8,Kintsugi,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:06:18,53
9,Human Being (feat. Zhala),Robyn,Honey,2018,Pop,0:03:46,64
10,Sweet,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:03:35,39
11,Peppers (feat. Tommy Genesis),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:08,45
12,Waiting For It,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:19,58
13,stranger,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:54,54
14,I’m to Blame,Tove Lo,Dirt Femme,2022,Pop,0:03:20,72
15,Pineapple Slice,Tove Lo & SG Lewis,Dirt Femme,2022,Pop,0:02:56,82
16,Fishtail,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:02,42
17,Yuck,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:18,58
18,Honey,Robyn,Honey,2018,Pop,0:04:54,51
19,Midnight Dreams,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,53
20,honey,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:02:53,51
21,Margaret (feat. Bleachers),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:39,48
22,Unwritten,Natasha Bedingfield,Unwritten,2004,Pop,0:04:19,64
23,"Paris, Texas (feat. SYML)",Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:03:26,49
24,Love On Top,Beyoncé,4 (Expanded Edition),2011,Pop,0:04:27,63
25,Quiet,Camila Cabello,Familia,2022,Pop,0:02:43,90
26,Gimmie Love,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:22,83
27,I've Loved You For So Long,The Aces,I've Loved You For So Long,,Alternative,0:02:56,
28,Don't Write Me Off,Hugh Grant,Music and Lyrics,2007,Soundtrack,0:02:30,49
29,Moments,Tove Lo,Queen of the Clouds (Blueprint Edition),2014,Alternative,0:03:22,45
30,Taco Truck x VB,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:53,33
31,Boys Like You,ITZY,Boys Like You - Single,2022,Pop,0:03:43,50
32,October,No Spirit,October - Single,2021,Hip-Hop/Rap,0:02:30,
33,The Grants,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:55,43
34,the 1,Taylor Swift,folklore (deluxe version),2020,Alternative,0:03:30,56
35,sao anh không hiểu?,Phùng Khánh Linh,yesteryear (deluxe),2020,Pop,0:03:20,62
36,abcdefu,GAYLE,a study of the human experience volume one - EP,2021,Pop,0:02:48,31
37,La Vie En Rose,Lucy Dacus,2019,2019,Alternative,0:02:50,40
38,Let The Light In (feat. Father John Misty),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:38,30
39,Better Man,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:02:52,39
40,You asked for this,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:04:25,34
41,Habits (Stay High),Tove Lo,Queen of the Clouds (Blueprint Edition),2013,Alternative,0:03:29,96
42,True Romance,Tove Lo,Dirt Femme,2022,Pop,0:04:05,82
43,True Disaster,Tove Lo,Lady Wood,2016,Alternative,0:03:44,36
44,Bloom,Troye Sivan,Bloom,2018,Pop,0:03:42,105
45,Hot As Ice,Britney Spears,Blackout,2007,Pop,0:03:16,101
46,Not Strong Enough,boygenius,the record,2023,Alternative,0:03:54,33
47,Intuition,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,35
48,Gracious Grind,midnite library,Purposeful Pondering,2023,Hip-Hop/Rap,0:01:37,
49,Jon Batiste Interlude,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:03:33,32
50,Holy (Til You Let Me Go),Rina Sawayama,Hold The Girl,2022,Alternative,0:03:19,112
51,Temptation,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:03,29
52,bitches,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:02:17,33
53,Tastes Like You,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,20
54,Midnight Rain,Taylor Swift,Midnights (3am Edition),2022,Pop,0:02:54,88
55,Judah Smith Interlude,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:36,27
56,"Sit Still, Look Pretty",Daya,"Sit Still, Look Pretty",2015,Pop,0:03:27,36
57,Constant Repeat,Charli XCX,CRASH (Deluxe),2022,Pop,0:03:09,30
58,Emotion,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:17,79
59,Crash,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:09,31
60,Smoke Signals,Phoebe Bridgers,Stranger in the Alps,2017,Alternative,0:05:24,48
61,Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2022,Pop,0:04:45,179
62,Ever Again,Robyn,Honey,2018,Pop,0:04:24,23
63,Paris,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:16,46
64,Vigilante Shit,Taylor Swift,Midnights (3am Edition),2022,Pop,0:02:44,54
65,Ya'aburnee,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:03:08,26
66,Baby,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:39,25
67,my tears ricochet,Taylor Swift,folklore,2020,Alternative,0:04:15,
68,Shadow,Britney Spears,In the Zone,2003,Pop,0:03:44,154
69,Heat Lightning,Mitski,Laurel Hell,2021,Alternative,0:02:51,91
70,Em Gái Mưa,Hương Tràm,Em Gái Mưa - Single,2017,Pop,0:05:23,26
71,The Happiest Girl,BLACKPINK,BORN PINK,2022,K-Pop,0:03:42,30
72,I Wish you Roses,Kali Uchis,Red Moon In Venus,2023,R&B/Soul,0:03:39,24
73,Handstand,Miley Cyrus,Endless Summer Vacation,2023,Pop,0:03:25,27
74,Karma,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:24,81
75,Way Back Into Love,Hugh Grant & Haley Bennett,Music and Lyrics,2007,Soundtrack,0:04:37,69
76,Tally,BLACKPINK,BORN PINK,2022,K-Pop,0:03:04,45
77,Grapefruit,Tove Lo,Dirt Femme,2022,Pop,0:03:51,126
78,Bad Thing Twice,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:13,83
79,Call on Me,Tove Lo & SG Lewis,Dirt Femme,2022,Pop,0:03:16,28
80,Always Get This Way,The Aces,I've Loved You For So Long,2023,Alternative,0:02:54,23
81,24,Lana Del Rey,Honeymoon,2015,Alternative,0:04:55,38
82,All Hands On Deck,Tinashe,Aquarius,2014,R&B/Soul,0:03:41,24
83,"I am not a woman, I'm a god",Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:02:56,22
84,sadder badder cooler,Tove Lo,Sunshine Kitty (Paw Prints Edition),2020,Alternative,0:02:51,22
85,Sun Bleached Flies,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:07:36,18
86,King of My Heart,Taylor Swift,reputation,2017,Pop,0:03:34,128
87,9th of october,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:25,21
88,Easy Lover (feat. Big Sean),Ellie Goulding,Higher Than Heaven (Deluxe),2022,Pop,0:03:35,24
89,Frankenstein,Rina Sawayama,Hold The Girl,2022,Alternative,0:03:12,29
90,Bikini Porn,Tove Lo,Sunshine Kitty (Paw Prints Edition),2020,Alternative,0:02:42,21
91,Move Me,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:27,21
92,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,Red (Taylor's Version) [Video Deluxe],2021,Pop,0:04:44,28
93,Grandfather please stand on the shoulders of my father while he's deep-sea fishing (feat. RIOPY),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:00,358
94,People disappear here,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:04:07,19
95,Summer Girl (Bonus Track),HAIM,"Women In Music, Pt. III (Expanded Edition)",2019,Alternative,0:03:25,117
96,Good Ones,Charli XCX,CRASH (Deluxe),2021,Pop,0:02:16,21
97,Girls Make Me Wanna Die,The Aces,I've Loved You For So Long,2022,Alternative,0:02:15,21
98,Question...?,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:30,68
99,Heather,Conan Gray,Kid Krow,2020,Pop,0:03:18,45
100,A Mess (Happy 4 U),Little Mix,Confetti,2020,Pop,0:03:29,33
