Position,Name,Artist,Album,Year,Genre,Time,Plays
1,hey you got drugs?,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:04:18,104
2,MIND YOUR BUSINESS,will.i.am & Britney Spears,MIND YOUR BUSINESS - Single,2023,Pop,0:03:15,91
3,Just For You,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:06,94
4,A&W,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:07:13,79
5,Candy Necklace (feat. Jon Batiste),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:14,71
6,I’m to Blame,Tove Lo,Dirt Femme (Extended Cut),2022,Dance,0:03:20,3
7,Call On Me,SG Lewis & Tove Lo,AudioLust & HigherLove,2022,Electronic,0:03:16,
8,American Teenager,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:04:18,206
9,Sweet,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:03:35,50
10,Fingertips,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:48,54
11,River,Miley Cyrus,Endless Summer Vacation,2023,Pop,0:02:42,70
12,Say Yes To Heaven,Lana Del Rey,Say Yes To Heaven - Single,2023,Alternative,0:03:29,66
13,Maroon,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:38,58
14,Fishtail,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:02,53
15,Waiting For It,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:19,63
16,Tastes Like You,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,63
17,Pineapple Slice,Tove Lo & SG Lewis,Dirt Femme (Extended Cut),2022,Dance,0:02:56,85
18,Kintsugi,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:06:18,55
19,stranger,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:54,61
20,Selfish,Britney Spears,Femme Fatale (Deluxe Version),2011,Pop,0:03:43,201
21,Midnight Dreams,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,58
22,Peppers (feat. Tommy Genesis),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:08,48
23,honey,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:02:53,58
24,Human Being (feat. Zhala),Robyn,Honey,2018,Pop,0:03:46,65
25,"Paris, Texas (feat. SYML)",Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:03:26,56
26,Unwritten,Natasha Bedingfield,Unwritten,2004,Pop,0:04:19,68
27,Let The Light In (feat. Father John Misty),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:38,46
28,Moments,Tove Lo,Queen of the Clouds (Blueprint Edition),2014,Alternative,0:03:22,54
29,Yuck,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:18,59
30,Honey,Robyn,Honey,2018,Pop,0:04:54,52
31,Midnight Rain,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:02:54,25
32,Taco Truck x VB,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:53,43
33,Margaret (feat. Bleachers),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:39,50
34,Rose Colored Lenses,Miley Cyrus,Endless Summer Vacation,2023,Pop,0:03:43,54
35,True Disaster,Tove Lo,Lady Wood,2016,Alternative,0:03:44,49
36,Love On Top,Beyoncé,4 (Expanded Edition),2011,Pop,0:04:27,64
37,I've Loved You For So Long,The Aces,I've Loved You For So Long,2023,Alternative,0:02:56,
38,True Romance,Tove Lo,Dirt Femme (Extended Cut),2022,Dance,0:04:05,8
39,Boys Like You,ITZY,Boys Like You - Single,2022,Pop,0:03:43,58
40,Question...?,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:30,30
41,Shadow,Carly Rae Jepsen,The Loveliest Time,2023,Pop,0:02:49,48
42,Quiet,Camila Cabello,Familia,2022,Pop,0:02:43,139
43,Bends,Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:03:15,110
44,Vigilante Shit,Taylor Swift,Midnights (3am Edition),2022,Pop,0:02:44,
45,Gimmie Love,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:22,84
46,Paris,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:16,
47,Don't Write Me Off,Hugh Grant,Music and Lyrics,2007,Soundtrack,0:02:30,49
48,Intuition,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,45
49,sao anh không hiểu?,Phùng Khánh Linh,yesteryear (deluxe),2020,Pop,0:03:20,66
50,The Grants,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:55,46
51,You asked for this,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:04:25,41
52,Ever Again,Robyn,Honey,2018,Pop,0:04:24,37
53,What Was I Made For?,Billie Eilish,Barbie The Album,2023,Alternative,0:03:42,44
54,Temptation,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:03,40
55,Wildest Dreams (Taylor's Version),Taylor Swift,Wildest Dreams (Taylor's Version) - Single,2021,Pop,0:03:40,113
56,October,No Spirit,October - Single,2021,Hip-Hop/Rap,0:02:30,
57,Snow On The Beach (feat. Lana Del Rey) [feat. More Lana Del Rey],Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:49,29
58,La Vie En Rose,Lucy Dacus,2019,2019,Alternative,0:02:50,41
59,abcdefu,GAYLE,a study of the human experience volume one - EP,2021,Pop,0:02:48,43
60,the 1,Taylor Swift,folklore (deluxe version),2020,Alternative,0:03:30,56
61,Prom,SZA,Ctrl,2017,R&B/Soul,0:03:16,93
62,Better Man,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:02:52,42
63,Habits (Stay High),Tove Lo,Queen of the Clouds (Blueprint Edition),2013,Alternative,0:03:29,98
64,Kick In The Head,Tove Lo,Dirt Femme (Extended Cut),2022,Dance,0:03:15,23
65,bad idea right?,Olivia Rodrigo,GUTS,,Pop,0:03:04,39
66,Jon Batiste Interlude,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:03:33,36
67,Anti-Hero,Taylor Swift,Midnights (3am Edition),2022,Pop,0:03:20,
